Source_id,Isl_id,RA_1,E_RA,DEC_1,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,RA_max,E_RA_max,DEC_max,E_DEC_max,Maj,E_Maj,Min,E_Min,PA,E_PA,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Resid_Isl_rms,Resid_Isl_mean,S_Code,RA_2,DEC_2,SIDEPROB,FPEAK,FINT,RMS,MAJOR,MINOR,POSANG,FITTED_MAJOR,FITTED_MINOR,FITTED_POSANG,FLDNAME,NSDSS,SDSS_SEP,SDSS_MAG,SDSS_CLASS,NTMASS,TMASS_SEP,TMASS_MAG,YEAR,MJD,MJDRMS,MJDSTART,MJDSTOP,Separation
1961,1822,21.304793226517724,1.6688786330634192E-7,-1.4673839605668009,1.7826298333773443E-7,0.03748749283292769,1.412725081125294E-5,0.03898786403895844,6.8867661866534036E-6,21.30513754066004,1.6688786330634192E-7,-1.4677434262614446,1.7826298333773443E-7,0.0023194186300511694,4.199675491587073E-7,0.0022442113447727983,3.927875132974101E-7,94.8827025158016,0.22230524172849472,0.0023194108388443916,4.199675491587073E-7,0.002244209046343309,3.927875132974101E-7,94.87909120470083,0.22230524172849472,0.0,4.199675491587073E-7,0.0,3.927875132974101E-7,0.0,0.22230524172849472,0.0,4.199675491587073E-7,0.0,3.927875132974101E-7,0.0,0.22230524172849472,0.037372007784667434,1.9721623184265347E-5,6.8867661866534036E-6,-2.1293696761404135E-7,5.018511728849262E-5,3.410185627217288E-6,M,21.304891691191145,-1.46719442971432,0.014053002,41.81,43.097702,0.21259496,1.32,0.4,72.6,6.43,5.55,2.5,01255-01310T,1,0.1743927,21.940714,s,0,99.0,99.0,2000.7072,2451803.328558833,1411.593416981287,2450039.71556713,2452939.726666667,0.7688413303555885
1989,1846,21.300413792773753,7.414682350457931E-6,-1.8232202849587924,1.2326625234422324E-5,9.275830457431025E-4,1.8112368605458885E-5,7.85137244047512E-4,6.8867666414007545E-6,21.300854429222138,7.414682350457931E-6,-1.8235657179641849,1.2326625234422324E-5,0.0028139640860430928,2.9135499285417513E-5,0.0021538594924712146,1.7278557957926948E-5,83.85693974582954,1.5695014428126366,0.0028139601107833824,2.9135499285417513E-5,0.0021537891240888947,1.7278557957926948E-5,83.8523134050719,1.5695014428126366,0.0,2.9135499285417513E-5,0.0,1.7278557957926948E-5,0.0,1.5695014428126366,0.0,2.9135499285417513E-5,0.0,1.7278557957926948E-5,0.0,1.5695014428126366,0.0010259500409717595,1.805393973971454E-5,6.8867666414007545E-6,-2.1293696761404135E-7,7.304566224775044E-6,-5.086807846055308E-7,M,21.30127852112021,-1.8228861356962542,0.18135399,1.12,1.5190804,0.15467018,6.03,0.0,88.7,8.1,5.75,88.3,01255-01570T,2,4.2454667,19.141384,g,0,99.0,99.0,1996.5927,2450300.4303664565,793.3966102583231,2450052.6800231487,2452939.726666667,3.335889196419987
2017,1877,21.290712957832593,4.891197595326283E-6,-2.31369529428571,1.8683084699908459E-6,0.006532103473167804,2.2007271302580852E-5,0.0036366477376509315,6.886765731906053E-6,21.29113157417407,4.891197595326283E-6,-2.3135273934880147,1.8683084699908459E-6,0.004293660568484875,1.1613882126964408E-5,0.002352688661618605,4.139492909684998E-6,7.899305047765644,0.20376103407249177,0.004293118489696257,1.1613882126964408E-5,0.0023526600176146223,4.139492909684998E-6,7.893042373950692,0.20376103407249177,0.003571838522396051,1.1613882126964408E-5,3.9091298831903874E-4,4.139492909684998E-6,7.965119031331292,0.20376103407249177,0.0035713878967641157,1.1613882126964408E-5,3.9090819369910415E-4,4.139492909684998E-6,7.95885635751634,0.20376103407249177,0.006461824794664056,1.3912518603258935E-5,6.886765731906053E-6,-2.1293693919233192E-7,9.258059435524046E-6,-7.662491157134355E-7,M,21.290888095845325,-2.3126555223025966,0.014053002,44.68,74.386215,0.14131118,7.31,2.39,9.6,9.7,5.93,7.7,01255-02230T,1,2.293288,18.439178,g,0,99.0,99.0,1995.9829,2450077.276596805,3.6491251188064195,2450062.652719908,2450078.610983797,3.795822539109897
2147,2001,21.255525483450402,8.442641329740902E-6,-2.0022315122327177,8.284270058490404E-6,7.536684753753665E-4,1.1396078024406352E-5,7.918615718577103E-4,6.7989497933565246E-6,21.255525483450402,8.442641329740902E-6,-2.0022315122327177,8.284270058490404E-6,0.002304501318584527,1.9883082715139065E-5,0.002282886829159042,1.95057546613748E-5,94.02029878149268,36.89824670713031,0.0023044821359162536,1.9883082715139065E-5,0.0022827556054548963,1.95057546613748E-5,94.01364991283879,36.89824670713031,0.0,1.9883082715139065E-5,0.0,1.95057546613748E-5,0.0,36.89824670713031,0.0,1.9883082715139065E-5,0.0,1.95057546613748E-5,0.0,36.89824670713031,7.25914888445064E-4,8.652563329250681E-6,6.8867661866534036E-6,-2.1293698182489607E-7,8.812448868411593E-6,-2.1327696231310256E-6,S,21.255671640484742,-2.0017472322743206,0.014053002,1.56,1.9172521,0.14024656,3.98,1.65,6.4,7.53,5.65,3.4,01255-01570T,0,99.0,99.0,-,0,99.0,99.0,1995.9462,2450063.8505134555,3.2051282577625058,2450060.655729167,2450071.627546297,1.820984078147884
2204,2056,21.2401070743568,9.001791423761206E-5,-2.275483441392429,1.0664907746601608E-4,7.319504915086709E-5,1.219988988285393E-5,7.139738752519971E-5,6.919363020625172E-6,21.2401070743568,9.001791423761206E-5,-2.275483441392429,1.0664907746601608E-4,0.002485013176569769,2.5122497244458073E-4,0.002280494553967289,2.1186661154158374E-4,176.8691514000078,47.76285295979673,0.002484698139547636,2.5122497244458073E-4,0.0022804861160476367,2.1186661154158374E-4,176.8609828229259,47.76285295979673,0.0,2.5122497244458073E-4,0.0,2.1186661154158374E-4,0.0,47.76285295979673,0.0,2.5122497244458073E-4,0.0,2.1186661154158374E-4,0.0,47.76285295979673,6.573901040158294E-5,7.703613506537743E-6,6.886765277158702E-6,-2.1293695340318664E-7,5.527970188268228E-7,-2.0748807116888202E-7,S,21.240208092203833,-2.2753639700947965,0.57582986,1.0799999,0.4944578,0.1507048,0.0,0.0,91.2,4.32,3.63,178.7,01255-02230T,1,0.82493633,21.022753,g,0,99.0,99.0,1995.9784,2450075.6324168732,4.676069422666979,2450062.652719908,2450078.610983797,0.5630509381157492
2212,2062,21.235886431984703,9.162131748999168E-7,-1.1259857513454088,8.878418915250418E-7,0.007049476241985471,1.1447798880838866E-5,0.007370680016296324,6.807438460831893E-6,21.235886431984703,9.162131748999168E-7,-1.1259857513454088,8.878418915250418E-7,0.0023222099019725327,2.1667182029658633E-6,0.0022764412930140203,2.0811712955444218E-6,109.32054327894528,1.901019128874949,0.0023222051123101975,2.1667182029658633E-6,0.002276409547350173,2.0811712955444218E-6,109.31641824235538,1.901019128874949,0.0,2.1667182029658633E-6,0.0,2.0811712955444218E-6,0.0,1.901019128874949,0.0,2.1667182029658633E-6,0.0,2.0811712955444218E-6,0.0,1.901019128874949,0.006987743475583289,1.368090436438546E-5,6.8867661866534036E-6,-2.1293698182489607E-7,3.2238913263427094E-5,-5.5096938922361005E-6,S,21.236053629641173,-1.1255833721497785,0.014053002,7.77,7.0673943,0.22232936,0.0,0.0,59.8,6.1,5.16,8.1,01255-01050T,1,0.4706469,18.083666,g,1,0.7045255,15.299,1995.8804,2450039.8181813275,0.4759904437514513,2450038.7157870377,2450040.712268519,1.5685976339901408
2219,2069,21.23451018023158,3.4646115472189757E-6,-1.699057821068648,3.3680567297103215E-6,0.0018737727839126933,1.1488894082095495E-5,0.0019516027671696687,6.8146806991872025E-6,21.23451018023158,3.4646115472189757E-6,-1.699057821068648,3.3680567297103215E-6,0.002320018533255868,8.159883560955663E-6,0.002287418929134498,7.929784317010847E-6,94.35103757480137,10.06819104841309,0.0023199989649109088,8.159883560955663E-6,0.002287385647972053,7.929784317010847E-6,94.34477243756947,10.06819104841309,0.0,8.159883560955663E-6,0.0,7.929784317010847E-6,0.0,10.06819104841309,0.0,8.159883560955663E-6,0.0,7.929784317010847E-6,0.0,10.06819104841309,0.0018364531213450408,1.0379557402121996E-5,6.886765731906053E-6,-2.1293693919233192E-7,1.1500036634970456E-5,-4.037085545860464E-6,S,21.234487808773945,-1.6989222576853427,0.18439156,2.27,2.180099,0.19311234,1.41,0.0,100.3,6.0,5.53,165.5,01255-01310T,1,0.5802854,20.577158,g,0,99.0,99.0,1998.0927,2450848.324369073,1284.2430132187535,2450052.6800231487,2452939.726666667,0.49462314031004956
2232,2081,21.232132118285744,1.4499357738722012E-4,-2.4574809196054863,1.5114326131516838E-4,5.5246816929485E-5,1.3053179559840575E-5,4.9998999435513256E-5,7.045733448179231E-6,21.232132118285744,1.4499357738722012E-4,-2.4574809196054863,1.5114326131516838E-4,0.0025186157980063746,3.613147064469629E-4,0.002425305869937139,3.357164273465971E-4,152.20660990334088,154.8535827209267,0.002518185722949804,3.613147064469629E-4,0.0024252687550883802,3.357164273465971E-4,152.1974458529773,154.8535827209267,8.937466455613401E-4,3.613147064469629E-4,6.05303101700763E-4,3.357164273465971E-4,132.93904953637283,154.8535827209267,8.936376112059762E-4,3.613147064469629E-4,6.052643137623816E-4,3.357164273465971E-4,132.92988548600925,154.8535827209267,4.27061433572045E-5,6.756517301432237E-6,6.8867666414007545E-6,-2.1293693919233192E-7,8.363489882867725E-7,-2.0318401539043407E-7,S,21.232179204834484,-2.4573445421328546,0.014053002,1.76,1.7949668,0.1433717,1.49,0.0,98.4,6.31,5.59,176.6,01255-02230T,0,99.0,99.0,-,0,99.0,99.0,1999.4551,2451345.5851152474,2128.98410766177,2450071.6256250003,2454955.2491782415,0.5193476597483572
2246,2095,21.227228754124877,8.479391809222881E-6,-0.8412104401903893,6.09444761504399E-6,0.0015873635166001653,2.6552167958451664E-5,0.0012293303261776795,6.8867661866534036E-6,21.227631782906148,8.479391809222881E-6,-0.8415107779373678,6.09444761504399E-6,0.0032100678324550685,2.1865026087783665E-5,0.0022493559155038153,1.1250776179863789E-5,28.376903725222082,0.7963278086797355,0.0032099079662028266,2.1865026087783665E-5,0.0022493546648269906,1.1250776179863789E-5,28.37369484345075,0.7963278086797355,0.002162325278688459,2.1865026087783665E-5,0.0,1.1250776179863789E-5,29.595293871288604,0.7963278086797355,0.0021622181235941094,2.1865026087783665E-5,0.0,1.1250776179863789E-5,29.59208498951727,0.7963278086797355,0.0016380187774211257,1.7225805848668372E-5,6.8867661866534036E-6,-2.1293695340318664E-7,4.350507879280485E-6,-4.790334742210689E-7,M,21.22738270448984,-0.8407611220265147,0.27972585,1.28,1.6652428,0.17928115,5.57,0.0,18.2,8.43,5.33,13.5,01255-00390T,1,0.48572296,17.526363,g,1,0.62574434,14.697,1997.102,2450486.729412492,948.9592131332864,2450035.72644676,2452494.9673495376,1.7098386421984855
2260,2108,21.218782126345335,7.764976949856381E-6,-2.1137314435959262,7.604291657260557E-6,8.101334522458609E-4,1.1648032994746229E-5,8.254967143513086E-4,6.8867661866534036E-6,21.21912484351934,7.764976949856381E-6,-2.114080887234805,7.604291657260557E-6,0.0022232828761535304,1.839708456171186E-5,0.0021873389637275236,1.779169180414504E-5,154.352301280067,20.658484200395886,0.002223084237108349,1.839708456171186E-5,0.0021873344676466414,1.779169180414504E-5,154.3439269131668,20.658484200395886,0.0,1.839708456171186E-5,0.0,1.779169180414504E-5,0.0,20.658484200395886,0.0,1.839708456171186E-5,0.0,1.779169180414504E-5,0.0,20.658484200395886,7.979118593848803E-4,1.0597182283818614E-5,6.8867661866534036E-6,-2.1293693919233192E-7,3.859297066810541E-6,-7.330892799473077E-7,M,21.218771543493748,-2.11342231930791,0.014053002,4.26,4.2175064,0.15208508,0.74,0.0,160.6,6.43,5.32,177.8,01255-01570T,1,0.10198362,17.607845,g,1,0.32087302,15.204,1995.9598,2450068.8262103284,5.786050104050479,2450062.652719908,2450078.610983797,1.1134985053039868
2297,2143,21.20911740577302,7.571779408390208E-7,-1.3704434416914992,7.357121599308551E-7,0.008550545323795131,1.147085733150291E-5,0.008920797663349252,6.811556652379341E-6,21.20911740577302,7.571779408390208E-7,-1.3704434416914992,7.357121599308551E-7,0.002319897486583338,1.785664330238906E-6,0.00228363513585145,1.729740905858468E-6,102.70189793726857,1.9852988118267754,0.00231987874747245,1.785664330238906E-6,0.0022836341007701605,1.729740905858468E-6,102.69623725956876,1.9852988118267754,0.0,1.785664330238906E-6,0.0,1.729740905858468E-6,0.0,1.9852988118267754,0.0,1.785664330238906E-6,0.0,1.729740905858468E-6,0.0,1.9852988118267754,0.008464737048757739,1.4678911926184278E-5,6.8867661866534036E-6,-2.1293696761404135E-7,3.706447023432702E-5,-1.0505938007554505E-5,S,21.20917512770988,-1.3701944309993261,0.014053002,8.31,7.639839,0.2077432,0.0,0.0,67.7,6.12,5.19,3.9,01255-01310T,1,6.2796154,21.104761,g,0,99.0,99.0,1998.2446,2450903.770623822,1323.7479724323641,2450039.71556713,2452939.726666667,0.9201943751576411
2323,2169,21.199781162019,2.017012314158135E-6,-1.353390987159439,1.9884438647830987E-6,0.0033145483717273655,1.170982162150152E-5,0.0033818412345462926,6.851531566472651E-6,21.199781162019,2.017012314158135E-6,-1.353390987159439,1.9884438647830987E-6,0.0023420205313443173,4.774741911193923E-6,0.002313056055787783,4.656888604964641E-6,62.39113308692441,6.645606154056001,0.0023420021386858646,4.774741911193923E-6,0.0023130527677164728,4.656888604964641E-6,62.38532235836922,6.645606154056001,0.0,4.774741911193923E-6,0.0,4.656888604964641E-6,0.0,6.645606154056001,0.0,4.774741911193923E-6,0.0,4.656888604964641E-6,0.0,6.645606154056001,0.0032769322612244316,1.1019545992313394E-5,6.8867666414007545E-6,-2.1293695340318664E-7,1.622747913643252E-5,-4.300835826143157E-6,S,21.199807523263207,-1.3530833130245632,0.1216436,3.1,2.1319299,0.20224185,0.0,0.0,97.7,5.26,4.52,174.8,01255-01310T,0,99.0,99.0,-,0,99.0,99.0,1997.8173,2450747.7983402614,1243.3921267824187,2450039.71556713,2452939.726666667,1.1116826865578522
2383,2224,21.175713361987295,5.994020299788145E-6,-1.9820241003398853,5.039294901189531E-6,0.001249027377373874,1.192478837239025E-5,0.0012492054572179783,6.87675759563656E-6,21.175713361987295,5.994020299788145E-6,-1.9820241003398853,5.039294901189531E-6,0.00245536250770289,1.4118153463556591E-5,0.002250885999682475,1.1862901046105793E-5,87.9389744108374,2.6834807762772055,0.002455339544516478,1.4118153463556591E-5,0.0022507549196296084,1.1862901046105793E-5,87.92963238046204,2.6834807762772055,0.0,1.4118153463556591E-5,0.0,1.1862901046105793E-5,0.0,2.6834807762772055,0.0,1.4118153463556591E-5,0.0,1.1862901046105793E-5,0.0,2.6834807762772055,0.0012166797696207842,1.1386284496225756E-5,6.8867661866534036E-6,-2.1293695340318664E-7,1.805177453206852E-5,-3.4075758321705507E-6,S,21.175903568715455,-1.9817804548962574,0.014053002,2.76,2.2321913,0.14983286,0.0,0.0,72.2,5.62,4.97,28.4,01255-01570T,0,99.0,99.0,-,0,99.0,99.0,1995.9495,2450065.071348017,4.401189388987276,2450060.655729167,2450071.627546297,1.1125015325895564
2388,2229,21.17525308477724,2.4837222023639873E-6,-0.6693252584196044,2.4418430379955977E-6,0.002539272811277649,1.1346962251640727E-5,0.0026803601746242826,6.7900172403086004E-6,21.17525308477724,2.4837222023639873E-6,-0.6693252584196044,2.4418430379955977E-6,0.002312292257662127,5.92117862367785E-6,0.0022647108649223886,5.675482215851827E-6,123.09917202846464,4.97039435145609,0.002312283510248763,5.92117862367785E-6,0.002264523362651523,5.675482215851827E-6,123.09601179245323,4.97039435145609,0.0,5.92117862367785E-6,0.0,5.675482215851827E-6,0.0,4.97039435145609,0.0,5.92117862367785E-6,0.0,5.675482215851827E-6,0.0,4.97039435145609,0.0024939746774928465,9.791123004464744E-6,6.8867661866534036E-6,-2.1293693919233192E-7,1.3615059287985787E-5,-3.843502781819552E-6,S,21.175433993210017,-0.6690444566811348,0.014053002,13.62,13.762618,0.1421857,1.2,0.0,83.2,6.32,5.53,1.8,01255-00390T,1,5.054014,21.290798,g,0,99.0,99.0,1998.3125,2450928.548048497,1181.7457863621173,2450031.7348842598,2452494.9673495376,1.202491684218414
2394,2235,21.17253186411468,9.024184481984228E-6,-2.073038590976157,9.149103884271011E-6,7.167216986395488E-4,1.1592779365206102E-5,7.392716030011893E-4,6.8321994307988845E-6,21.17253186411468,9.024184481984228E-6,-2.073038590976157,9.149103884271011E-6,0.002329892813605564,2.167149212748229E-5,0.002300115348945638,2.1120770899479395E-5,151.05852031261347,29.491589468213807,0.002329695997707089,2.167149212748229E-5,0.002300111855565729,2.1120770899479395E-5,151.04863418119095,29.491589468213807,0.0,2.167149212748229E-5,0.0,2.1120770899479395E-5,0.0,29.491589468213807,0.0,2.167149212748229E-5,0.0,2.1120770899479395E-5,0.0,29.491589468213807,6.971680354941113E-4,1.046715105900911E-5,6.8867661866534036E-6,-2.129369107706225E-7,3.552152065822156E-6,-1.0103505019287695E-6,S,21.172524332623592,-2.0727222892608617,0.014053002,3.07,3.9409218,0.14953783,5.7,0.0,179.0,8.57,5.17,179.2,01255-01570T,1,0.31593084,22.5105,g,0,99.0,99.0,1995.9583,2450068.2481843014,5.009878792013529,2450060.655729167,2450078.610983797,1.1390085066443956
2408,2249,21.166308523687718,4.115211336519206E-5,-2.43196468599649,4.6364719423322576E-5,1.7480323482957212E-4,1.2590221176119232E-5,1.6468137058064383E-4,6.977908332866347E-6,21.166308523687718,4.115211336519206E-5,-2.43196468599649,4.6364719423322576E-5,0.0025169885581171544,1.1068368504364331E-4,0.0023313354946583945,9.518400669797795E-5,18.827936946915074,23.31591266442006,0.0025166695024099314,1.1068368504364331E-4,0.002331205116978353,9.518400669797795E-5,18.816074726106137,23.31591266442006,8.251313911610039E-4,1.1068368504364331E-4,1.7087414705308743E-4,9.518400669797795E-5,24.862888184246234,23.31591266442006,8.250419668122292E-4,1.1068368504364331E-4,1.7086144908936925E-4,9.518400669797795E-5,24.851025963437298,23.31591266442006,1.659812472361189E-4,8.652563565562735E-6,6.8867661866534036E-6,-2.1293695340318664E-7,2.0834841052419506E-6,-1.8320683636829926E-7,S,21.1663498416139,-2.4319193763908933,0.014053002,6.9,6.8273683,0.14758952,1.35,0.0,81.5,6.16,5.55,5.9,01255-02230T,1,0.3480291,21.834108,s,0,99.0,99.0,2001.0165,2451916.5098465704,2350.2653882521754,2450071.6256250003,2454919.358680556,0.22066142870160904
2419,2260,21.159860600990697,1.2038724101830573E-6,-1.2090805609160686,7.652002583180862E-7,0.03438107248852822,3.079311584115625E-5,0.017477745738955303,6.886765731906053E-6,21.160583997531248,1.2038724101830573E-6,-1.208665493244322,7.652002583180862E-7,0.0045175636400339655,3.0989784322715084E-6,0.0026536691661192607,1.2961029054376954E-6,26.41018405267302,0.060426698416181146,0.004517511982131831,3.0989784322715084E-6,0.002653655604914342,1.2961029054376954E-6,26.40415064734667,0.060426698416181146,0.003843342944168557,3.0989784322715084E-6,0.001273035826975902,1.2961029054376954E-6,26.84605562190507,0.060426698416181146,0.003843298550632581,3.0989784322715084E-6,0.0012730294689846996,1.2961029054376954E-6,26.840022216578717,0.060426698416181146,0.03423685105820286,2.354139410052682E-5,6.886765731906053E-6,-2.1293693919233192E-7,1.8104803530150093E-5,-2.6642580905900104E-6,M,21.16071664309593,-1.2076833131903895,0.014053002,18.19,22.347136,0.19078372,3.55,1.87,44.9,7.11,5.97,18.8,01255-01050T,1,5.647432,21.659445,g,0,99.0,99.0,1996.1062,2450122.365313326,480.3406867500316,2450038.7157870377,2452939.726666667,5.898711107120243
2430,2269,21.159854641677327,9.663042353737068E-6,-0.8483741981309637,9.397099424457885E-6,6.409247178395255E-4,1.12064271688119E-5,6.856357847987379E-4,6.765016553396732E-6,21.159854641677327,9.663042353737068E-6,-0.8483741981309637,9.397099424457885E-6,0.0023026901211233427,2.302771624376758E-5,0.0022438992123040465,2.1844331047114874E-5,118.98855947488897,15.62066594620302,0.0023026901150671937,2.302771624376758E-5,0.0022437771940772146,2.1844331047114874E-5,118.98432587015128,15.62066594620302,0.0,2.302771624376758E-5,0.0,2.1844331047114874E-5,0.0,15.62066594620302,0.0,2.302771624376758E-5,0.0,2.1844331047114874E-5,0.0,15.62066594620302,6.140578732658565E-4,9.014317773000402E-6,6.8867661866534036E-6,-2.1293698182489607E-7,9.882161066343542E-6,-2.5576912321412237E-6,S,21.160037039273515,-0.8478055550208836,0.014053002,1.62,1.62,0.16046125,2.46,0.0,78.3,6.11,5.68,43.7,01255-00390T,1,0.739009,19.967867,g,0,99.0,99.0,1996.4784,2450258.5831326256,701.4770937087226,2450035.72644676,2452494.9673495376,2.1498257816222908
2456,2294,21.14906516487213,1.0704055236708621E-6,-1.0710580273153456,1.1985274874357124E-6,0.006549574316657292,2.0887350561833328E-5,0.006281704983847853,6.8867661866534036E-6,21.1494115923559,1.0704055236708621E-6,-1.071425395805666,1.1985274874357124E-6,0.002446884007831778,2.8674071620802396E-6,0.002270455835667431,2.4691969694182406E-6,110.33734518993147,0.6338028829133417,0.0024468728138187686,2.8674071620802396E-6,0.002270404241014896,2.4691969694182406E-6,110.33179872915939,0.6338028829133417,0.0,2.8674071620802396E-6,0.0,2.4691969694182406E-6,0.0,0.6338028829133417,0.0,2.8674071620802396E-6,0.0,2.4691969694182406E-6,0.0,0.6338028829133417,0.00650985093506719,1.3977990398140901E-5,6.8867661866534036E-6,-2.1293696761404135E-7,9.154508006758988E-6,-1.3026658507442335E-6,M,21.149192406418827,-1.0708333228148967,0.014053002,7.98,9.363337,0.20353393,2.81,1.88,109.0,6.72,6.03,171.2,01255-01050T,1,0.22360748,16.81029,g,1,0.13743179,14.606,1995.8799,2450039.6439338652,0.7502498894894682,2450038.7157870377,2450040.712268519,0.9295871168743293
2463,2301,21.147106677322117,1.6564693391708636E-5,-0.5534892203044168,1.618601856509996E-5,3.8210748802552615E-4,1.1345109395742386E-5,4.03405192657092E-4,6.788400218178848E-6,21.147106677322117,1.6564693391708636E-5,-0.5534892203044168,1.618601856509996E-5,0.0023323545819883534,4.003226029401517E-5,0.0022449232819801166,3.7037176928875364E-5,126.28856843356077,18.13163055695558,0.0023323333900758794,4.003226029401517E-5,0.0022446835097644498,3.7037176928875364E-5,126.28568333899625,18.13163055695558,0.0,4.003226029401517E-5,0.0,3.7037176928875364E-5,0.0,18.13163055695558,0.0,4.003226029401517E-5,0.0,3.7037176928875364E-5,0.0,18.13163055695558,3.677676384539801E-4,8.861088785989527E-6,6.8867661866534036E-6,-2.1293698182489607E-7,3.394718987692613E-6,-5.173930617274891E-7,S,21.147274830809348,-0.5531472455234197,0.014053002,3.32,3.3740714,0.124679886,1.69,0.0,121.3,6.38,5.5,168.0,01255-00390T,1,0.3184638,22.031162,g,0,99.0,99.0,1998.9617,2451165.511022173,1225.3261382245325,2450031.7348842598,2452494.9673495376,1.3718773380243978
2487,2323,21.13447764537391,4.973666012721137E-6,-1.080496712477891,1.0971061595257302E-5,0.004818986863383316,2.8631330703517086E-5,0.0021272578213069916,6.8867661866534036E-6,21.135679313149257,4.973666012721137E-6,-1.0807086049480608,1.0971061595257302E-5,0.004705596465644665,2.684537131596583E-5,0.0024594220143260514,9.161869879227243E-6,73.19923991711237,0.4153030580919078,0.00470549155611416,2.684537131596583E-5,0.0024594084861775806,9.161869879227243E-6,73.19336954399841,0.4153030580919078,0.004089073684412144,2.684537131596583E-5,6.421121589354115E-4,9.161869879227243E-6,73.55814603638001,0.4153030580919078,0.004088983090281058,2.684537131596583E-5,6.421085375071202E-4,9.161869879227243E-6,73.55227566326606,0.4153030580919078,0.004782672328778826,1.77221772391131E-5,6.8867661866534036E-6,-2.1293698182489607E-7,9.255883924197406E-6,-1.4895281310600694E-6,M,21.135921348861494,-1.08013614718616,0.10497694,1.96,2.4299414,0.19861317,4.75,0.0,61.8,7.45,5.74,48.8,01255-01050T,0,99.0,99.0,-,0,99.0,99.0,1995.88,2450039.694380915,0.7873600635909684,2450038.7157870377,2450040.712268519,5.356076790117699
2508,2344,21.12353680359381,2.823038324632104E-7,-0.6498004741166679,2.9628623509646717E-7,0.0223344630840017,2.311995752641907E-5,0.02347256114841586,6.8867661866534036E-6,21.12387170998646,2.823038324632104E-7,-0.6501559265190393,2.9628623509646717E-7,0.002341990309409884,7.075822352838532E-7,0.0022529728317111893,6.542470262981489E-7,64.07545434799172,0.31566785547499426,0.00234185927577068,7.075822352838532E-7,0.002252883740451845,6.542470262981489E-7,64.0717999137728,0.31566785547499426,0.0,7.075822352838532E-7,0.0,6.542470262981489E-7,0.0,0.31566785547499426,0.0,7.075822352838532E-7,0.0,6.542470262981489E-7,0.0,0.31566785547499426,0.02240543285889952,5.155359781848352E-5,6.8867661866534036E-6,-2.1293698182489607E-7,3.2674361136741936E-5,1.4527386156260036E-5,M,21.123683357416123,-0.6494888780354479,0.014053002,159.1,162.17484,0.13825646,0.93,0.69,36.5,6.46,5.46,0.9,01255-00390T,1,7.9309096,24.217503,g,0,99.0,99.0,1998.1093,2450854.3695772975,1157.8499804321073,2450031.7348842598,2452494.9673495376,1.2396101157874313
2516,2349,21.128005159238334,1.8937214326457457E-6,-2.083026621072858,2.399034517302724E-6,0.004314301801534238,1.7133597615989298E-5,0.0036490155401802575,6.8867661866534036E-6,21.12834677655084,1.8937214326457457E-6,-2.0833849119711876,2.399034517302724E-6,0.0027322423391427254,5.884320356837613E-6,0.0022808377894601895,4.144310837632388E-6,66.7995808740794,0.4855339066635529,0.0027322422781296696,5.884320356837613E-6,0.0022806276781657483,4.144310837632388E-6,66.7880286974935,0.4855339066635529,0.0,5.884320356837613E-6,0.0,4.144310837632388E-6,0.0,0.4855339066635529,0.0,5.884320356837613E-6,0.0,4.144310837632388E-6,0.0,0.4855339066635529,0.004267028858699508,1.2273822072483743E-5,6.8867661866534036E-6,-2.1293696761404135E-7,9.314517228631303E-6,-1.9331880594108952E-6,M,21.127996621876985,-2.0827916956447527,0.014053002,16.05,24.674335,0.14535847,6.18,1.6,59.7,8.44,6.3,50.1,01255-01570T,0,99.0,99.0,-,0,99.0,99.0,1995.9617,2450069.524599426,4.327032208476048,2450060.655729167,2450078.610983797,0.846289076764901
2546,2379,21.121845894376985,2.863865853082975E-5,-2.075810848350921,2.6996796384589737E-5,2.10541831854692E-4,1.3192975143248024E-5,2.0456572198689505E-4,6.8867661866534036E-6,21.122172651728807,2.863865853082975E-5,-2.076155567058204,2.6996796384589737E-5,0.002152111434822581,7.16055686888933E-5,0.001962981906889914,5.883979232038926E-5,36.15737429206748,14.447968401154169,0.002152064958874135,7.16055686888933E-5,0.001962845282358295,5.883979232038926E-5,36.145639042763875,14.447968401154169,0.0,7.16055686888933E-5,0.0,5.883979232038926E-5,0.0,14.447968401154169,0.0,7.16055686888933E-5,0.0,5.883979232038926E-5,0.0,14.447968401154169,2.003411886937917E-4,9.697426013518072E-6,6.8867661866534036E-6,-2.1293698182489607E-7,4.055224053445272E-6,-2.1726512500208628E-7,M,21.12177944218498,-2.075544438048546,0.014053002,1.24,0.6888889,0.14695534,0.0,0.0,88.3,4.45,4.29,13.3,01255-01570T,0,99.0,99.0,-,0,99.0,99.0,1995.9608,2450069.2160389596,4.121931225760551,2450060.655729167,2450071.627546297,0.9884248926915932
