Source_id,Isl_id,RA_1,E_RA,DEC_1,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,RA_max,E_RA_max,DEC_max,E_DEC_max,Maj,E_Maj,Min,E_Min,PA,E_PA,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Resid_Isl_rms,Resid_Isl_mean,S_Code,RA_2,DEC_2,SIDEPROB,FPEAK,FINT,RMS,MAJOR,MINOR,POSANG,FITTED_MAJOR,FITTED_MINOR,FITTED_POSANG,FLDNAME,NSDSS,SDSS_SEP,SDSS_MAG,SDSS_CLASS,NTMASS,TMASS_SEP,TMASS_MAG,YEAR,MJD,MJDRMS,MJDSTART,MJDSTOP,Separation
313,295,21.901371102665752,1.5296149054718194E-5,-0.9687876194109187,1.2670205067113044E-5,7.492133428521449E-4,1.4807944853708942E-5,5.862655109128461E-4,7.225697777959691E-6,21.901371102665752,1.5296149054718194E-5,-0.9687876194109187,1.2670205067113044E-5,0.0028005430501628916,3.613836582689875E-5,0.002522290579943141,2.969202069382581E-5,98.17353774775103,5.04425371098526,0.0028004328135269024,3.613836582689875E-5,0.0025222473876248077,2.969202069382581E-5,98.18123858924412,5.04425371098526,0.0015685733601904653,3.613836582689875E-5,8.280665159857261E-4,2.969202069382581E-5,97.65842974427444,5.04425371098526,0.0015685123521504188,3.613836582689875E-5,8.280519480140923E-4,2.969202069382581E-5,97.66613058576753,5.04425371098526,0.0016135769997209473,1.840453316475162E-5,6.8867661866534036E-6,-2.1293696761404135E-7,5.820148999191588E-6,-3.995270958512265E-7,C,21.90172045105603,-0.9681027953862622,0.42433938,1.0,1.8133334,0.14838384,7.43,3.36,177.7,9.8,6.36,178.2,01285-01050T,3,2.8690906,22.8823,s,0,99.0,99.0,1996.2673,2450181.3359153857,612.5379126049121,2450035.7284027785,2452939.728518519,2.767539373143868
345,324,21.88098421467784,3.7649172327196585E-5,-2.206550429709874,3.67050270850876E-5,4.966655978176255E-4,2.122584673873474E-5,2.740075096445337E-4,6.8867661866534036E-6,21.88144442904119,3.7649172327196585E-5,-2.2068279493613896,3.67050270850876E-5,0.0033987511559282696,1.1034891209042355E-4,0.0023452216736628236,5.616027149594632E-5,43.74689739878546,3.7047327526214633,0.00339832927985386,1.1034891209042355E-4,0.0023451970553204676,5.616027149594632E-5,43.76365189212498,3.7047327526214633,0.0024478879077326726,1.1034891209042355E-4,0.0,5.616027149594632E-5,45.1253580294202,3.7047327526214633,0.002447588469309596,1.1034891209042355E-4,0.0,5.616027149594632E-5,45.142112522759724,3.7047327526214633,4.940846032931861E-4,1.2010646856664912E-5,6.8867661866534036E-6,-2.1293698182489607E-7,1.940694119184627E-6,-3.044093688231442E-8,M,21.881204270336603,-2.2061111879961564,0.014053002,2.27,4.9670296,0.14579894,9.93,2.92,42.5,11.6,6.54,38.8,01285-02230T,1,1.5881163,18.060345,g,1,2.1362793,15.358,1995.9689,2450072.1171938176,3.483914006595781,2450062.6546759265,2450078.6129513895,1.768351387775175
358,337,21.866661116007524,1.1972619158177558E-4,-2.406131186208276,2.5891286673099414E-4,0.0010117550129308864,6.098722156163442E-5,1.3258073776061132E-4,6.8867661866534036E-6,21.87050109492724,1.1972619158177558E-4,-2.407703777445617,2.5891286673099414E-4,0.009038606547696884,6.444078975896957E-4,0.0035714281959240888,1.8960708065141215E-4,109.78525507562483,5.098301517655358,0.009038603674194512,6.444078975896957E-4,0.0035707525837113995,1.8960708065141215E-4,109.80292394560979,5.098301517655358,0.008734754574299312,6.444078975896957E-4,0.002663676604068258,1.8960708065141215E-4,109.72515745480311,5.098301517655358,0.00873475165429042,6.444078975896957E-4,0.002663172756528376,1.8960708065141215E-4,109.74282632478807,5.098301517655358,8.453465010512222E-4,2.437969997670247E-5,6.8867661866534036E-6,-2.1293695340318664E-7,4.354246811999474E-6,-1.8027834869371873E-7,M,21.86590806169036,-2.406172124540884,0.10164962,1.54,2.8651164,0.14565632,12.49,0.0,99.8,13.62,4.7,100.5,01285-02230T,1,3.4942195,18.252161,g,0,99.0,99.0,2001.711,2452170.0433868635,2408.7682822260344,2450071.6276041674,2454955.2512731487,2.712611864598278
359,338,21.870175119152307,3.226599797179461E-6,-1.4304907153033855,3.1082880830335866E-6,0.002040901612204932,1.1546855371592476E-5,0.0021141514899720845,6.824046905773531E-6,21.870175119152307,3.226599797179461E-6,-1.4304907153033855,3.1082880830335866E-6,0.00233682580771564,7.631930688995337E-6,0.002283354951581692,7.284120974857152E-6,108.41982038023806,5.707114777528098,0.0023367732481932484,7.631930688995337E-6,0.002283342575431888,7.284120974857152E-6,108.43041234813921,5.707114777528098,0.0,7.631930688995337E-6,0.0,7.284120974857152E-6,0.0,5.707114777528098,0.0,7.631930688995337E-6,0.0,7.284120974857152E-6,0.0,5.707114777528098,0.0020164094405939544,1.1184024594114392E-5,6.886765731906053E-6,-2.1293696761404135E-7,1.4202925740391947E-5,-3.023834779014578E-6,S,21.870378420502135,-1.4304666882781631,0.1383848,2.13,2.594521,0.14627086,3.8,1.35,35.0,7.29,5.76,18.2,01285-01310T,1,7.360688,19.852224,s,0,99.0,99.0,1999.2711,2451278.476190262,1428.6906676888104,2450040.7123263893,2452939.728518519,0.7367519313426327
361,340,21.870017226072854,2.635344570240423E-5,-0.6592484496849801,2.6451937723416716E-5,2.2896725532011987E-4,1.1139781352947124E-5,2.4650626827109497E-4,6.751794193796283E-6,21.870017226072854,2.635344570240423E-5,-0.6592484496849801,2.6451937723416716E-5,0.002313153780536945,6.473125233895214E-5,0.002219668863632433,5.950605307920735E-5,43.73982366911046,27.3674332125482,0.0023131363578656403,6.473125233895214E-5,0.0022194525143916805,5.950605307920735E-5,43.74470329458444,27.3674332125482,0.0,6.473125233895214E-5,0.0,5.950605307920735E-5,0.0,27.3674332125482,0.0,6.473125233895214E-5,0.0,5.950605307920735E-5,0.0,27.3674332125482,2.1657771427602103E-4,8.599642191042375E-6,6.8867661866534036E-6,-2.1293695340318664E-7,2.0339257389423437E-6,-4.600886711614294E-7,S,21.87011716576638,-0.65909441852516,0.1411072,1.66,1.4480852,0.1417933,0.0,0.0,18.4,6.34,4.76,6.5,01285-00390T,1,7.366011,21.258821,g,0,99.0,99.0,1997.9769,2450806.0586013407,1139.4214322059127,2450031.7368634264,2452494.9692013892,0.6609919463638483
365,344,21.866240011966706,5.529260720932142E-6,-0.9153989932054117,5.360626435038835E-6,0.001203232090402555,1.1629399372150158E-5,0.0012368601199880616,6.838193175527174E-6,21.866240011966706,5.529260720932142E-6,-0.9153989932054117,5.360626435038835E-6,0.002336794055888073,1.3020503903130643E-5,0.0023011005885399155,1.2623209987819794E-5,88.64787988781585,14.64825049076886,0.002336734370938221,1.3020503903130643E-5,0.002301024030564246,1.2623209987819794E-5,88.65459520674398,14.64825049076886,0.0,1.3020503903130643E-5,0.0,1.2623209987819794E-5,0.0,14.64825049076886,0.0,1.3020503903130643E-5,0.0,1.2623209987819794E-5,0.0,14.64825049076886,0.0011914852796580727,9.83763673360282E-6,6.8867661866534036E-6,-2.1293693919233192E-7,8.508934115525335E-6,-2.110366949636955E-6,S,21.866374222101214,-0.9150805704679821,0.08065051,3.69,3.142936,0.14278974,0.0,0.0,122.3,5.94,4.95,171.4,01285-01050T,0,99.0,99.0,-,0,99.0,99.0,1996.0243,2450092.412190918,358.9401490751177,2450035.7284027785,2452494.9692013892,1.2439591720601268
371,350,21.86060103903468,3.1531033528330216E-6,-2.0283400922657036,5.120778843731242E-6,0.006244181585024562,4.5340368136730873E-5,0.003109454837885751,6.8867661866534036E-6,21.861166030612615,3.1531033528330216E-6,-2.028880490219832,5.120778843731242E-6,0.004727198888492187,1.2716935447795376E-5,0.002998264085028337,6.230390967583651E-6,68.6196056101587,0.28171994526163624,0.004726917831126253,1.2716935447795376E-5,0.0029981677537095366,6.230390967583651E-6,68.63428539864094,0.28171994526163624,0.004111778006924105,1.2716935447795376E-5,0.001835754644846172,6.230390967583651E-6,69.11810431062946,0.28171994526163624,0.004111536675049575,1.2716935447795376E-5,0.0018356942641206083,6.230390967583651E-6,69.1327840991117,0.28171994526163624,0.006179257643993619,1.9997463412206126E-5,6.8867661866534036E-6,-2.1293693919233192E-7,7.184238711488433E-6,-4.2763011265378736E-7,M,21.86089982548145,-2.02856383561626,0.014053002,13.15,18.073605,0.15320174,5.43,0.0,83.7,7.67,6.19,80.1,01285-01570T,2,0.171453,18.20239,g,1,1.3013415,15.783,1995.9579,2450068.1191830314,4.695587055718735,2450060.65769676,2450071.6295138896,1.3432515196964034
391,369,21.854820940071743,5.800778586276044E-6,-0.9699235414946773,5.512726878619115E-6,0.0013992867847799208,1.8983686714934443E-5,0.0012877656281631523,6.8867661866534036E-6,21.85513732310976,5.800778586276044E-6,-0.9702298345642972,5.512726878619115E-6,0.002552731429560761,1.4777107436245832E-5,0.002267644342271834,1.169383456827845E-5,141.38907670511182,1.9821221852246456,0.0025526050369278318,1.4777107436245832E-5,0.0022676427420081197,1.169383456827845E-5,141.3959987377917,1.9821221852246456,9.97896577464405E-4,1.4777107436245832E-5,0.0,1.169383456827845E-5,135.2699472279978,1.9821221852246456,9.97846472169283E-4,1.4777107436245832E-5,0.0,1.169383456827845E-5,135.2768692606777,1.9821221852246456,0.0014113848316205139,1.2124136097664284E-5,6.8867661866534036E-6,-2.1293696761404135E-7,5.7098277466138825E-6,-2.245106855980339E-7,M,21.85489950429559,-0.9694722483148497,0.014053002,2.47,2.9595497,0.14478648,3.13,1.96,138.6,6.99,5.91,167.3,01285-01050T,1,7.9349866,21.338345,s,0,99.0,99.0,1996.2621,2450179.4043978336,622.6540190501515,2450038.7177546304,2452939.728518519,1.6490833523121888
404,383,21.850345027068393,5.487423911158251E-5,-0.5518898365774971,5.7654963835611746E-5,1.1680526184709658E-4,1.1646725461556037E-5,1.1987539454323897E-4,6.840425028357442E-6,21.850345027068393,5.487423911158251E-5,-0.5518898365774971,5.7654963835611746E-5,0.0023527252294014214,1.3611203221606052E-4,0.002289381976705273,1.2885433225485776E-4,12.95815047959879,85.9208407432473,0.0023525448434836478,1.3611203221606052E-4,0.0022892653175280225,1.2885433225485776E-4,12.962045937456807,85.9208407432473,0.0,1.3611203221606052E-4,0.0,1.2885433225485776E-4,0.0,85.9208407432473,0.0,1.3611203221606052E-4,0.0,1.2885433225485776E-4,0.0,85.9208407432473,1.0863117591622784E-4,7.879385045362006E-6,6.8867661866534036E-6,-2.129369107706225E-7,1.0324234835934476E-6,-2.124962463767588E-7,S,21.850249853018106,-0.5516388942947575,0.20507553,1.02,1.3511688,0.1157815,4.17,2.11,88.7,6.83,6.73,76.2,01285-00390T,0,99.0,99.0,-,0,99.0,99.0,1998.897,2451141.898651964,1223.1172034145454,2450031.7368634264,2452494.9692013892,0.9661778235716609
412,391,21.84467799235429,3.768184468635684E-5,-2.4168162672736258,3.836671202633376E-5,1.8707498785038007E-4,1.213216752155884E-5,1.836287302017571E-4,6.916018676749481E-6,21.84467799235429,3.768184468635684E-5,-2.4168162672736258,3.836671202633376E-5,0.00242450335126545,9.328701032397524E-5,0.0023229324028273585,8.563853605401741E-5,141.0379467545381,36.32686616637094,0.0024243869798961696,9.328701032397524E-5,0.002322602200615802,8.563853605401741E-5,141.05476704036624,36.32686616637094,6.210995098616608E-4,9.328701032397524E-5,0.0,8.563853605401741E-5,125.0597971350319,36.32686616637094,6.210924212428519E-4,9.328701032397524E-5,0.0,8.563853605401741E-5,125.07661742086003,36.32686616637094,2.924643380238918E-4,1.2273821471094655E-5,6.886765731906053E-6,-2.1293696761404135E-7,9.99509438770474E-7,-2.641378671341954E-7,C,21.844613239405554,-2.4165777042979872,0.014053002,6.05,6.081293,0.14209613,0.92,0.0,108.6,6.36,5.46,177.4,01285-02230T,0,99.0,99.0,-,0,99.0,99.0,2002.8187,2452574.33752717,2431.603298665686,2450071.6276041674,2454955.2512731487,0.8898467627029042
413,391,21.84242371033837,7.629667511481913E-5,-2.4151383034988534,7.923732915697056E-5,1.2467532394480222E-4,1.4167608486219297E-5,1.0268315948816801E-4,7.157356684726743E-6,21.84242371033837,7.629667511481913E-5,-2.4151383034988534,7.923732915697056E-5,0.0027585207966474047,2.0352807217996775E-4,0.0024332623454881726,1.6023144474742296E-4,139.60297989247158,24.01351550407228,0.0027583995581638376,2.0352807217996775E-4,0.002432908575204351,1.6023144474742296E-4,139.61969349485673,24.01351550407228,0.0014473803999122392,2.0352807217996775E-4,6.122874812843367E-4,1.6023144474742296E-4,134.66051987405083,24.01351550407228,0.0014473355595155254,2.0352807217996775E-4,6.121905225852521E-4,1.6023144474742296E-4,134.677233476436,24.01351550407228,2.924643380238918E-4,1.2273821471094655E-5,6.886765731906053E-6,-2.1293696761404135E-7,9.99509438770474E-7,-2.641378671341954E-7,C,21.842362692074033,-2.4148473185604464,0.014053002,2.26,2.361194,0.14216812,3.53,0.0,90.8,6.45,5.59,91.7,01285-02230T,0,99.0,99.0,-,0,99.0,99.0,2002.7876,2452562.9801069363,2431.937218154007,2450071.6276041674,2454955.2512731487,1.0702894585241214
432,409,21.834087616133413,5.354574910844577E-6,-1.2962575487262231,4.826432057876281E-6,0.0014249811640250107,1.2260884489434959E-5,0.0013825623171679962,6.934246271554866E-6,21.834087616133413,5.354574910844577E-6,-1.2962575487262231,4.826432057876281E-6,0.0024501001518296094,1.2608914892793815E-5,0.0023251587427764258,1.1365481104493298E-5,90.61278379960676,3.977816211665399,0.0024500436932692053,1.2608914892793815E-5,0.002325156878440826,1.1365481104493298E-5,90.62156566551897,3.977816211665399,0.0,1.2608914892793815E-5,0.0,1.1365481104493298E-5,0.0,3.977816211665399,0.0,1.2608914892793815E-5,0.0,1.1365481104493298E-5,0.0,3.977816211665399,0.0014119168075697776,1.064017342907835E-5,6.8867661866534036E-6,-2.1293693919233192E-7,8.581475412938744E-6,-1.0876962051042938E-6,S,21.834204031110453,-1.2960722576309958,0.5348693,1.01,1.0232894,0.12963364,2.59,0.0,89.9,5.99,5.83,89.3,01285-01050T,0,99.0,99.0,-,0,99.0,99.0,2000.6747,2451791.419413894,1417.3607301453603,2450039.7175231487,2452939.728518519,0.7877199995431768
446,423,21.824860981643226,5.644795755767069E-6,-2.0397760470145103,5.619920431880494E-6,0.0013796615546120014,1.2645550383499139E-5,0.001293111760033585,6.977198237087167E-6,21.824860981643226,5.644795755767069E-6,-2.0397760470145103,5.619920431880494E-6,0.0025687585479885235,1.4635535933659449E-5,0.002295904384958635,1.1731632614013015E-5,134.39892958597628,2.0436553507883,0.0025687435121403293,1.4635535933659449E-5,0.0022957121903331283,1.1731632614013015E-5,134.41242009283252,2.0436553507883,0.0010551307992411646,1.4635535933659449E-5,0.0,1.1731632614013015E-5,128.49972222004166,2.0436553507883,0.0010551285312013863,1.4635535933659449E-5,0.0,1.1731632614013015E-5,128.5132127268979,2.0436553507883,0.0013638439095070424,1.1346120960053296E-5,6.8867661866534036E-6,-2.1293696761404135E-7,7.2963944148796145E-6,-6.602148232559557E-7,S,21.824879115346093,-2.039497260930158,0.014053002,5.56,6.104482,0.14857787,3.1,0.0,133.1,6.84,5.54,156.6,01285-01570T,0,99.0,99.0,-,0,99.0,99.0,1995.9606,2450069.1156267673,4.352846103933987,2450060.65769676,2450071.6295138896,1.0057480983603453
449,426,21.82276867317613,1.4637652483023216E-5,-2.067715391181483,1.5856837739607758E-5,0.0018948119418555546,2.9586180041470306E-5,7.913753984650106E-4,6.8867661866534036E-6,21.823251875961617,1.4637652483023216E-5,-2.0678365419379965,1.5856837739607758E-5,0.003682958957868248,3.7708558566501786E-5,0.003457085281784191,3.40654474179886E-5,71.00623652694118,6.716453972621744,0.003682768836288862,3.7708558566501786E-5,0.0034569348958534154,3.40654474179886E-5,71.01983634167337,6.716453972621744,0.0028530037554248475,3.7708558566501786E-5,0.002513298409347296,3.40654474179886E-5,74.47021990466821,6.716453972621744,0.0028528728689754816,3.7708558566501786E-5,0.0025131746396088533,3.40654474179886E-5,74.4838197194004,6.716453972621744,0.0034145782053854185,2.0088568488950306E-5,6.8867661866534036E-6,-2.1293693919233192E-7,5.894649802939966E-6,-1.2063298981956905E-7,M,21.822842011426136,-2.067274999954365,0.014053002,2.41,9.249491,0.14412704,10.62,9.22,37.9,12.26,10.85,27.7,01285-01570T,0,99.0,99.0,-,0,99.0,99.0,1995.9626,2450069.880376514,3.7783754708133577,2450060.65769676,2450071.6295138896,1.607213263003932
450,426,21.81782522499127,1.4768702871739421E-5,-2.0706068346926383,1.946299507790392E-5,0.001520052679440512,2.7423160202601356E-5,6.900496439808805E-4,6.8867661866534036E-6,21.817892893489553,1.4768702871739421E-5,-2.0710777332360863,1.946299507790392E-5,0.0037573559689834356,4.628650968701297E-5,0.0031230882026400224,3.417018666130479E-5,78.02378395973236,2.8679301474503167,0.0037572081126568827,4.628650968701297E-5,0.003122913868306186,3.417018666130479E-5,78.03722418849787,2.8679301474503167,0.0029515954336524486,4.628650968701297E-5,0.0020248855111418824,3.417018666130479E-5,79.05212668077559,2.8679301474503167,0.00295148423388198,4.628650968701297E-5,0.002024769085061283,3.417018666130479E-5,79.0655669095411,2.8679301474503167,0.0034145782053854185,2.0088568488950306E-5,6.8867661866534036E-6,-2.1293693919233192E-7,5.894649802939966E-6,-1.2063298981956905E-7,M,21.817512756326234,-2.0701972537020725,0.014053002,1.99,8.406034,0.14327788,11.66,9.45,49.4,13.07,11.16,42.1,01285-01570T,3,4.761264,23.874575,s,0,99.0,99.0,1995.963,2450070.0127197383,3.6692505045619046,2450060.65769676,2450071.6295138896,1.8541426652000093
473,448,21.810957202746724,1.278136749718137E-5,-0.5702717512012936,1.2565114756049826E-5,5.309023976081579E-4,1.1792129678757036E-5,5.375755477158054E-4,6.864765064227408E-6,21.810957202746724,1.278136749718137E-5,-0.5702717512012936,1.2565114756049826E-5,0.0023550639905055566,3.0317218315627272E-5,0.002318064932680495,2.9363735646841895E-5,61.19373478898667,32.68494117920075,0.0023550623886079655,3.0317218315627272E-5,0.002317791925076621,2.9363735646841895E-5,61.197368076458815,32.68494117920075,0.0,3.0317218315627272E-5,0.0,2.9363735646841895E-5,0.0,32.68494117920075,0.0,3.0317218315627272E-5,0.0,2.9363735646841895E-5,0.0,32.68494117920075,5.299896451580943E-4,9.74438661836456E-6,6.886765731906053E-6,-2.1293693919233192E-7,5.624812274618307E-6,1.521395915915491E-7,S,21.811107746432057,-0.5699250182501742,0.014053002,4.32,3.9909582,0.11407012,0.0,0.0,133.5,6.2,5.14,173.1,01285-00390T,0,99.0,99.0,-,0,99.0,99.0,1998.723,2451078.3897466403,1214.8755654762729,2450031.7368634264,2452494.9692013892,1.3608042708725294
474,449,21.80996925844667,8.741975668778403E-5,-2.2254709516030005,1.029196552854925E-4,3.103639871409122E-4,2.4596347177243673E-5,1.2549426104934488E-4,7.379882385994171E-6,21.80996925844667,8.741975668778403E-5,-2.2254709516030005,1.029196552854925E-4,0.004157853263786273,2.6167699359990344E-4,0.003288037870102068,1.8067230053884923E-4,148.5653207176349,11.869800754792182,0.004157670111222661,2.6167699359990344E-4,0.003287752456555723,1.8067230053884923E-4,148.57946122049793,11.869800754792182,0.0034231583506473093,2.6167699359990344E-4,0.0023067705775525376,1.8067230053884923E-4,147.30015143382175,11.869800754792182,0.003423016834902271,2.6167699359990344E-4,0.002306564093477154,1.8067230053884923E-4,147.31429193668478,11.869800754792182,0.0010012450004366193,3.116798239203312E-5,6.8867661866534036E-6,-2.1293696761404135E-7,7.282156275323359E-6,2.3955999495228752E-6,C,21.80960339726736,-2.2251110667198395,0.097317174,1.38,4.18885,0.13773106,12.66,4.9,154.5,14.11,7.43,156.3,01285-02230T,1,7.2178674,21.53056,g,0,99.0,99.0,1996.4058,2450232.019553055,867.8374085280125,2450071.6276041674,2454955.2512731487,1.846802532180269
475,449,21.802979066900168,5.909440944097758E-5,-2.2192670014811076,6.462545027269753E-5,2.7645495957656624E-4,1.892815429295911E-5,1.5996347693706336E-4,7.447298647055131E-6,21.802979066900168,5.909440944097758E-5,-2.2192670014811076,6.462545027269753E-5,0.0033037052928299427,1.615237634799407E-4,0.0028917432666899535,1.2819777084266068E-4,146.55135960855975,15.34394110149549,0.0033035746260755565,1.615237634799407E-4,0.0028914861075805503,1.2819777084266068E-4,146.5651899957121,15.34394110149549,0.0023151648017463314,1.615237634799407E-4,0.001690252387300221,1.2819777084266068E-4,143.25064197311187,15.34394110149549,0.002315088639072349,1.615237634799407E-4,0.0016900908299910147,1.2819777084266068E-4,143.26447236026422,15.34394110149549,0.0010012450004366193,3.116798239203312E-5,6.8867661866534036E-6,-2.1293696761404135E-7,7.282156275323359E-6,2.3955999495228752E-6,C,21.802879076029484,-2.219247135873972,0.014053002,1.52,3.4349606,0.1369713,8.1,5.2,149.3,10.2,7.66,155.9,01285-02230T,2,3.817512,21.360924,s,0,99.0,99.0,1996.3561,2450213.8300981265,818.7933232209803,2450071.6276041674,2454955.2512731487,0.3667377812295531
479,452,21.80610918236613,2.560273611697756E-5,-2.1311382340988936,1.9372082542521456E-5,0.0011786678639046002,5.0316510375542465E-5,6.12519414609691E-4,6.8867661866534036E-6,21.80630695649382,2.560273611697756E-5,-2.1317717957755526,1.9372082542521456E-5,0.0050575953617678195,6.998373478433904E-5,0.002853342982452442,2.8602832025695724E-5,33.79215880549646,1.1916101157622576,0.005057064368780893,6.998373478433904E-5,0.0028533364457184844,2.8602832025695724E-5,33.80555630581779,1.1916101157622576,0.004468826692205356,6.998373478433904E-5,0.0016404144768409018,2.8602832025695724E-5,34.204973010222474,1.1916101157622576,0.0044683585361009765,6.998373478433904E-5,0.0016404103435763324,2.8602832025695724E-5,34.2183705105438,1.1916101157622576,0.0014533901344938051,2.8425589923921402E-5,6.8867661866534036E-6,-2.1293696761404135E-7,5.6121634770534E-6,-2.1283199203026015E-7,M,21.806032915878735,-2.131152850063028,0.014053002,3.52,5.7697864,0.13844863,5.77,3.76,12.8,8.59,6.61,7.9,01285-01570T,4,4.924839,22.587168,s,1,7.202164,12.816,1995.9664,2450071.236642286,1.8317264300821758,2450062.6546759265,2450071.6295138896,0.27936927703209335
490,461,21.80509318685828,4.583604478317197E-5,-0.755195858047391,2.0533276474560037E-5,0.0016781946475164834,2.4939445951838682E-5,7.489012538633467E-4,6.886765731906053E-6,21.805965158686885,4.583604478317197E-5,-0.7571192394663085,2.0533276474560037E-5,0.00527241936173754,1.1382120668975194E-4,0.002416670887615901,3.213669389571337E-5,160.67405968678057,1.3641564934620678,0.005272023740079403,1.1382120668975194E-4,0.002416664219872137,3.213669389571337E-5,160.67879398588389,1.3641564934620678,0.004708689148074885,1.1382120668975194E-4,6.386139453630967E-4,3.213669389571337E-5,160.3815218510089,1.3641564934620678,0.004708335144021409,1.1382120668975194E-4,6.386122760673501E-4,3.213669389571337E-5,160.38625615011222,1.3641564934620678,0.0016354620226970563,1.575876872462396E-5,6.886765731906053E-6,-2.1293693919233192E-7,4.770181476487778E-6,-4.355296709945833E-7,M,21.805979981912667,-0.756719432910063,0.014053002,2.42,2.9552994,0.13831733,4.37,0.0,140.8,7.53,5.62,154.5,01285-00390T,0,99.0,99.0,-,0,99.0,99.0,1996.4753,2450257.463381095,700.0740802949795,2450031.7368634264,2452494.9692013892,6.346166896113815
497,468,21.7924333461833,1.1528989150586897E-5,-0.8760305811852354,1.3078150127626841E-5,0.0016203709581098838,3.0536039898908505E-5,8.816780617562007E-4,6.8867661866534036E-6,21.792647433692675,1.1528989150586897E-5,-0.876277193817222,1.3078150127626841E-5,0.0036862425652537576,3.5649747402639646E-5,0.002662952932883176,2.036131764440435E-5,127.84905191332595,1.29591460972227,0.0036860545877236243,3.5649747402639646E-5,0.002662939827218731,2.036131764440435E-5,127.85435020544222,1.29591460972227,0.0028500061287684126,3.5649747402639646E-5,0.0012240472117864068,2.036131764440435E-5,126.68600204479496,1.29591460972227,0.002849862681145482,3.5649747402639646E-5,0.0012240403774714259,2.036131764440435E-5,126.69130033691124,1.29591460972227,0.0026234885180217633,2.8248382960950266E-5,6.8867661866534036E-6,-2.1293696761404135E-7,5.169337327970425E-6,-2.0752004559199122E-7,M,21.792674773409484,-0.8757944429399794,0.104952894,1.21,2.6846879,0.13751583,9.62,3.29,132.5,11.29,6.78,136.7,01285-00390T,1,6.151084,20.78229,g,0,99.0,99.0,1995.8773,2450038.7177546304,0.0,2450038.7177546304,2450038.7196759265,1.2156851680353098
508,477,21.795797412819795,4.007169885015058E-6,-1.8650957620780917,2.470338505820239E-6,0.005948752139511281,4.314628297948256E-5,0.003931230791894537,6.8867661866534036E-6,21.796414597991532,4.007169885015058E-6,-1.865487503086249,2.470338505820239E-6,0.004635780740723614,9.840624285114882E-6,0.0030489906155568955,5.103249022599387E-6,19.370315147931407,0.2390323249077314,0.0046355430039478895,9.840624285114882E-6,0.003048977715331217,5.103249022599387E-6,19.3817044778974,0.2390323249077314,0.003978887383084712,9.840624285114882E-6,0.0019739263595501258,5.103249022599387E-6,19.709717890270795,0.2390323249077314,0.003978682646368651,9.840624285114882E-6,0.001973918349253976,5.103249022599387E-6,19.72110722023679,0.2390323249077314,0.005883916759691095,2.1151243607614578E-5,6.8867661866534036E-6,-2.129369249814772E-7,8.770815838943236E-6,4.723130686556942E-8,M,21.796132556676802,-1.8649528439075398,0.014053002,9.91,10.853808,0.15805008,2.33,0.88,63.1,6.56,5.77,11.2,01285-01570T,2,0.19781382,18.79771,s,0,99.0,99.0,1995.9421,2450062.381214708,3.8049914561539304,2450060.65769676,2450071.6295138896,1.311052780605172
513,482,21.793624400028953,2.2850084725016722E-5,-2.205582525788965,4.808301596938361E-5,0.0012199828461689722,4.929525440003635E-5,5.997913982324284E-4,6.8867661866534036E-6,21.794930938712287,2.2850084725016722E-5,-2.206029604119982,4.808301596938361E-5,0.006451647592596339,1.1973812724307819E-4,0.002915144028945003,3.712659138210762E-5,109.99351867295213,1.2967767956010432,0.0064516458780611245,1.1973812724307819E-4,0.002914783418246996,3.712659138210762E-5,110.00690374859502,1.2967767956010432,0.006018542292895123,1.1973812724307819E-4,0.0016850264593003502,3.712659138210762E-5,109.86737163608093,1.2967767956010432,0.006018540538446379,1.1973812724307819E-4,0.001684818060880256,3.712659138210762E-5,109.88075671172382,1.2967767956010432,0.001275825340447917,2.682260626975438E-5,6.8867661866534036E-6,-2.1293693919233192E-7,6.032424607838038E-6,7.419350112058964E-8,M,21.794558198073116,-2.2053999945488285,0.014053002,5.07,8.215083,0.13797665,6.99,1.87,143.0,9.28,6.02,149.5,01285-02230T,2,1.3654611,18.546389,g,1,1.3230064,15.393,1995.9681,2450071.8796929237,1.3026501187345483,2450071.6276041674,2450078.6129513895,3.4228504908275417
