20.9135417,-0.9988333,16.3
20.920125,-1.8290556,2.9
20.9204167,-1.0574444,3.1
20.9255833,-1.3401389,2.3
20.9432083,-1.8577778,2.5
20.96075,-1.0020278,11.6
20.9678333,-0.8595,12.7
20.9684583,-0.8900833,2.3
20.9695,-0.7375833,5.3
20.98075,-1.1978611,2.5
20.9821667,-1.9036111,2.4
20.9847917,-1.56575,3.2
21.0035,-1.0854167,70.1
21.0047917,-1.6184722,18.9
21.0120833,-2.28425,43.2
21.0128333,-1.0485278,12.9
21.0155417,-1.1504167,3
21.020625,-1.0158333,3
21.0253333,-0.944,3.7
21.02575,-2.2315833,12.9
21.0297083,-1.9893611,20.6
21.0419167,-1.5659167,6.7
21.0499167,-0.3821111,23.6
21.1069167,-1.2816667,2.8
21.1104583,-0.9743333,7.4
21.1172083,-2.252,2.3
21.1235417,-0.6497222,156.6
21.1277083,-2.0830556,26.7
21.1326667,-1.0832778,4.7
21.1379167,-1.4303056,3.7
21.1385,-1.526,3.4
21.13875,-0.9375556,2.9
21.1485,-0.5543333,2.4
21.14875,-1.0709167,4.2
21.1604167,-1.209,34.8
21.1662083,-2.4324444,8.7
21.1710833,-2.0728333,3.9
21.1753333,-0.6692778,12.3
21.1796667,-0.3330833,2.1
21.1967083,-1.4775,7.4
21.2096667,-1.3688889,4.5
21.2184167,-2.1162778,6.1
21.2446667,-0.4339444,2.6
21.2465,-2.4156944,2.7
21.2846667,-0.8995,19.4
21.2855833,-0.8708056,13.6
21.2905,-2.3135833,99.4
21.3046667,-1.4668889,32.5
21.30575,-0.9369722,21.1
21.3097083,-1.9303611,18.8
21.310875,-1.7112778,3.9
21.3170417,-0.5568056,7.8
21.317125,-1.6890278,9.5
21.319875,-0.9092222,3.9
21.3214583,-0.3086389,570.5
21.3286667,-2.1840278,4.3
21.3300833,-1.4074722,3.7
21.3309167,-1.8227778,8.1
21.3354167,-1.4552778,2.5
21.3479167,-1.7992222,7.7
21.3480833,-0.9860833,3.3
21.3567083,-1.7773056,12.2
21.3669583,-1.7578611,33.4
21.3768333,-2.4038611,5.7
21.3802083,-1.5600833,2.7
21.382,-1.6644167,3.4
21.3952917,-2.3698611,4.3
21.4057917,-2.3569167,2.5
21.4075,-1.4345,3.8
21.4103333,-1.4507222,2.2
21.411125,-1.1942222,13.9
21.4147083,-2.1711111,15.9
21.4257083,-2.0878333,4.9
21.4284583,-0.8839167,6.1
21.4317083,-1.3783056,149.1
21.4346667,-0.4637778,2.4
21.437375,-1.3547222,21.1
21.4435833,-1.4819167,2.8
21.4487083,-1.3692222,328.6
21.461125,-1.3342222,15.3
21.4703333,-1.1705556,43.6
21.4703333,-0.8131944,3
21.4739167,-1.3755278,10.2
21.47425,-0.8719722,3.5
21.4779583,-0.2781111,2.2
21.4789583,-0.63775,3.1
21.4792083,-2.1263611,3.2
21.4807083,-0.4943889,4
21.4843333,-1.9605278,16.4
21.485875,-0.5914722,2.7
21.4868333,-1.9093056,2.7
21.4875833,-1.2099722,123.6
21.4915,-0.9117778,4
21.4929583,-1.8197778,2.7
21.4940417,-1.78175,4.5
21.5025417,-1.3479167,92
21.5047083,-0.9373889,2.9
21.508625,-1.2265,90.9
21.509625,-1.2730556,411.4
21.51025,-1.3868611,450.2
21.5194583,-1.4005278,2010.1
21.519875,-1.3045,704.5
21.5269167,-1.7189167,3.4
21.5275833,-2.1007778,9.9
21.5325,-0.5186389,6
21.5358333,-0.3886667,3.5
21.5405417,-1.9556389,2.4
21.545875,-2.0868611,2.5
21.5506667,-1.8693611,3.6
21.578375,-1.5541667,3.3
21.59375,-1.6323889,10.5
21.5960417,-1.3241667,3.1
21.6022917,-1.1575556,4.6
21.6025833,-0.8502778,19.5
21.6097917,-0.8820833,4.5
21.6159167,-0.7725278,6.5
21.6180417,-0.4849722,32.3
21.6183333,-1.0717778,18.1
21.6196667,-1.5686389,2.7
21.6546667,-0.9523333,3
21.6591667,-0.4753056,4.2
21.6685833,-0.9273056,10.8
21.6697917,-2.4593889,196.7
21.6717917,-2.3834167,10.2
21.6787083,-2.4306389,3.3
21.6874167,-2.1008889,3.9
21.7109583,-1.1269444,6.9
21.71775,-1.5723611,9.2
21.72,-0.2945833,5.3
21.7206667,-1.7960833,3.6
21.7296667,-0.9580556,5.5
21.75975,-1.1222778,4.3
21.76275,-2.1389167,48.5
21.7640833,-1.1479167,3.9
21.7648333,-0.9606111,4.9
21.7760833,-0.30225,2.2
21.794375,-0.8776667,5.4
21.794875,-2.2062222,9.1
21.7957083,-1.8650833,15.9
21.8049167,-2.1319444,7.6
21.8050417,-0.7555556,7.5
21.8065833,-1.1082778,2.8
21.8071667,-2.2236111,5.5
21.8085417,-0.5713056,9.1
21.8195833,-2.0692778,19.2
21.823375,-2.0406111,9
21.843375,-2.416,15.6
21.8607083,-2.0279444,32.6
21.8665,-2.4056944,46
21.866625,-0.9168056,3.9
21.8822917,-2.205,4.6
21.8977917,-0.9655,2.5
21.9004583,-2.1258056,2.3
21.9260417,-1.2815833,4.3
21.9435833,-1.5796389,3.6
21.95075,-1.6928333,22.1
21.9598333,-1.6680833,11.6
21.9716667,-0.7746944,2.5
21.9807083,-2.373,3.3
21.9923333,-2.0366389,3.3
22.0154167,-1.5097222,3.4
22.0220833,-0.7995833,12.3
22.0404583,-0.736,4.7
22.040625,-2.1841389,7
22.0467083,-0.40675,2.3
22.0531667,-1.5969167,2.8
22.065125,-1.2126389,8.6
22.104125,-1.3211111,3.5
22.10575,-0.9697778,4.5
22.1105417,-0.4964722,2.9
22.1196667,-1.3035556,3.5
22.1342917,-1.3054444,7.3
22.1414583,-1.2496389,3
22.1509583,-1.2836111,7.1
22.1707917,-0.4165,2.8
22.1715,-0.5576111,2.6
22.1781667,-2.39475,441.8
22.179625,-0.8719444,8.6
22.1833333,-1.3308056,3.1
22.2029167,-0.87025,16.7
22.2045417,-2.3020278,43.6
22.2073333,-2.1386944,3.1
22.2204583,-2.2246667,2.9
22.2285417,-2.4374444,6.3
22.2437083,-0.3334167,17.1
22.2600417,-1.4519167,3.3
22.2645833,-0.3813611,6.6
22.2662083,-2.39275,3.5
22.2680417,-1.5138333,3.9
22.2725417,-0.9145556,15.1
22.3131667,-2.0284722,8.3
22.31375,-1.6281944,17.8
22.32875,-1.9270833,3.8
22.356625,-0.9823333,3.1
22.3602083,-1.2003889,2.8
22.367,-1.3732778,3.7
22.4055833,-0.4979722,12.9
22.405625,-2.3196944,13
22.4072083,-1.2338889,3.3
22.421875,-1.5355556,3.1
22.4288333,-1.6775278,4.5
22.4297083,-2.3244167,16.3
22.4412917,-1.03475,31
22.4452917,-0.9506667,7.2
22.4574167,-1.0618889,2.6
22.4580417,-0.576,18.2
22.470625,-0.4722222,12.2
22.47325,-1.1978056,3.3
22.4749167,-2.3011667,7.4
22.4805417,-1.3665,67.4
22.487,-0.6465,3.2
22.5242083,-1.3838889,4.4
22.5287917,-1.6882778,5.9
22.5467917,-1.38475,10.4
