_RAJ2000,_DEJ2000,_r,NVSS,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,S1.4,e_S1.4,l_MajAxis,MajAxis,l_MinAxis,MinAxis,f_resFlux,Source_id,Isl_id,RA,E_RA,DEC,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,RA_max,E_RA_max,DEC_max,E_DEC_max,Maj,E_Maj,Min,E_Min,PA,E_PA,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Separation
20.57275,-0.9378056,1.026603,012217-005616,01 22 17.46,-00 56 16.1,0.03,0.6,189.2,5.7,<,18.4,<,18.2,,3152,2931,20.57264501649479,9.213965729654126E-7,-0.9379167776939954,1.0177212206804433E-6,0.006779334066430514,2.1234396028000087E-5,0.007005185707210791,6.8867661866534036E-6,20.5729970570934,9.213965729654126E-7,-0.9382932468636906,1.0177212206804433E-6,0.0023356704963930263,2.396563324383605E-6,0.0022238730526196533,2.1697087672989174E-6,89.5700202681677,0.8475443355606589,0.002335397236985184,2.396563324383605E-6,0.0022238109340014705,2.1697087672989174E-6,89.55572983462702,0.8475443355606589,0.0,2.396563324383605E-6,0.0,2.1697087672989174E-6,0.0,0.8475443355606589,0.0,2.396563324383605E-6,0.0,2.1697087672989174E-6,0.0,0.8475443355606589,0.0067590858984351,3.557291656878487E-5,6.8867661866534036E-6,-2.1293698182489607E-7,0.5504476896799456
20.6039583,-2.0007778,1.101507,012224-020002,01 22 24.95,-02 00 02.8,0.03,0.6,381.8,13.3,,18.4,<,15.9,P*,3124,2908,20.603765893518947,2.065205343557547E-6,-2.000919273297413,5.080996880356536E-6,0.011792911886723103,3.473347040510265E-5,0.008685844839176707,6.886765277158702E-6,20.605304235333758,2.065205343557547E-6,-2.001689720805246,5.080996880356536E-6,0.005767587285279406,1.256538868158164E-5,0.002350787995618084,2.9864411017737343E-6,108.35815077150826,0.1234549265063354,0.005766715191700073,1.256538868158164E-5,0.002350748635238474,2.9864411017737343E-6,108.32875138358415,0.1234549265063354,0.005278881489020379,1.256538868158164E-5,0.0,2.9864411017737343E-6,108.22331522147546,0.1234549265063354,0.005278084544690079,1.256538868158164E-5,0.0,2.9864411017737343E-6,108.19391583355134,0.1234549265063354,0.011518861316849828,4.68300167884666E-5,6.886765277158702E-6,-2.1293696761404135E-7,0.8594114643877774
20.651875,-2.0530833,1.094664,012236-020311,01 22 36.45,-02 03 11.1,0.12,2.0,11.8,1.0,,31.5,<,30.4,,3114,2898,20.651843802466907,1.864991002394412E-4,-2.053857562563693,8.125305558069767E-5,3.031591488174344E-4,2.739306348782821E-5,1.1773097231555668E-4,6.8867661866534036E-6,20.65236252869544,1.864991002394412E-4,-2.055045832019507,8.125305558069767E-5,0.004908708579406435,4.6589663325214813E-4,0.002124579756244562,1.1145314333214886E-4,159.91993345630337,5.230923369666369,0.004908086371765118,4.6589663325214813E-4,0.002124495240148351,1.1145314333214886E-4,159.8914790525183,5.230923369666369,0.004297836667572859,4.6589663325214813E-4,0.0,1.1145314333214886E-4,159.58383528990018,5.230923369666369,0.004297288325239048,4.6589663325214813E-4,0.0,1.1145314333214886E-4,159.5553808861151,5.230923369666369,2.812186726761009E-4,1.4396296946931654E-5,6.8867661866534036E-6,-2.1293698182489607E-7,2.7896040972452907
20.6530417,-0.9796389,0.936195,012236-005846,01 22 36.73,-00 58 46.7,0.08,1.3,13.8,0.6,<,22.7,<,22.4,,3113,2897,20.65254935259109,1.0937738637754553E-5,-0.9801308915417347,1.2239285641980435E-5,0.0013912759807388007,2.575387772036022E-5,8.451597723464996E-4,6.8867661866534036E-6,20.65269158182659,1.0937738637754553E-5,-0.9803665088808667,1.2239285641980435E-5,0.0030860320180778806,2.950109334517008E-5,0.0028102347820785217,2.4974910595895814E-5,113.65359959089355,4.216732310065417,0.003085879772769559,2.950109334517008E-5,0.002810038075657349,2.4974910595895814E-5,113.640032451019,4.216732310065417,0.0020287854907771454,2.950109334517008E-5,0.001498493962231854,2.4974910595895814E-5,110.9196986223129,4.216732310065417,0.0020286739489262166,2.950109334517008E-5,0.0014983975332269063,2.4974910595895814E-5,110.90613148243834,4.216732310065417,0.0013569084290469071,1.2421704781531487E-5,6.8867661866534036E-6,-2.1293696761404135E-7,2.5055347098157945
20.680875,-0.9599444,0.919491,012243-005735,01 22 43.41,-00 57 35.8,0.14,3.6,13.4,1.3,,57.7,<,35.7,S*,3106,2891,20.68197110180129,2.7346471995953995E-5,-0.9624321199121442,2.5623254420623145E-5,5.8497154275144E-4,1.811740247788196E-5,3.5857256547655077E-4,7.442723063769081E-6,20.68197110180129,2.7346471995953995E-5,-0.9624321199121442,2.5623254420623145E-5,0.0030600911683874026,6.442899073887473E-5,0.002946963338587709,6.030278552989788E-5,84.70181695256791,22.906300803437514,0.003059794008064843,6.442899073887473E-5,0.002946912036553869,6.030278552989788E-5,84.68898886306079,22.906300803437514,0.0019937058044089294,6.442899073887473E-5,0.0017361970271393412,6.030278552989788E-5,87.83525186726531,22.906300803437514,0.0019935216201296298,6.442899073887473E-5,0.0017361585967449302,6.030278552989788E-5,87.82242377775819,22.906300803437514,0.0011412864857959348,2.30316961189167E-5,6.8867661866534036E-6,-2.1293693919233192E-7,9.786341222723403
20.686375,-0.6061944,1.117938,012244-003622,01 22 44.73,-00 36 22.3,0.52,8.9,2.4,0.5,<,79.8,<,60.2,,3105,2890,20.68484639671576,1.2446401357007686E-4,-0.6056686243416802,3.315414455224714E-4,8.770386852053037E-5,1.93008654520897E-5,4.742805238915753E-5,7.080041925116415E-6,20.68484639671576,1.2446401357007686E-4,-0.6056686243416802,3.315414455224714E-4,0.004265808100685585,7.813203891471033E-4,0.002396409783774641,2.915642795744022E-4,2.3601787668330525,14.413088389026077,0.0042653944495667905,7.813203891471033E-4,0.0023962158757359344,2.915642795744022E-4,2.352136410453511,14.413088389026077,0.003538349190124264,7.813203891471033E-4,5.997930914641552E-4,2.915642795744022E-4,2.294019480350323,14.413088389026077,0.0035380068039948926,7.813203891471033E-4,5.997444359141347E-4,2.915642795744022E-4,2.2859771239707816,14.413088389026077,6.976106107265037E-5,8.38461658358086E-6,6.886765731906053E-6,-2.1293695340318664E-7,5.819104322503943
20.7032917,-1.3135556,0.803702,012248-011848,01 22 48.79,-01 18 48.8,0.37,6.3,3.0,0.5,<,59.0,<,50.7,,3093,2877,20.7038108224043,9.432025831041625E-6,-1.3117000926722748,8.588880283879193E-6,0.001024414182215635,1.3845428122043082E-5,8.666434132800081E-4,7.128424903039904E-6,20.7038108224043,9.432025831041625E-6,-1.3117000926722748,8.588880283879193E-6,0.0026951025877851413,2.3268703302733483E-5,0.00242436594008017,1.899798620478898E-5,121.12441608317367,3.3451125051506345,0.0026949530721212937,2.3268703302733483E-5,0.0024242958392909604,1.899798620478898E-5,121.10743279887743,3.3451125051506345,0.0013539822100877526,2.3268703302733483E-5,4.986940265363557E-4,1.899798620478898E-5,116.89820342057891,3.3451125051506345,0.0013538993207801592,2.3268703302733483E-5,4.986824706468918E-4,1.899798620478898E-5,116.88122013628265,3.3451125051506345,0.0010350113455170958,1.19343884502716E-5,6.8867661866534036E-6,-2.1293695340318664E-7,6.93619586630509
20.7062917,-1.2431667,0.808495,012249-011435,01 22 49.51,-01 14 35.4,0.06,1.0,20.0,0.7,<,22.9,<,18.4,,3089,2873,20.70636032765481,1.5488441826111282E-6,-1.2435310669190105,1.6358502810135341E-6,0.004186155271310288,1.5187521290013557E-5,0.00424735950100269,6.8867661866534036E-6,20.706719627413086,1.5488441826111282E-6,-1.243884446410316,1.6358502810135341E-6,0.0023324083773496613,3.8657744045445094E-6,0.002261650168123644,3.63278747133974E-6,75.80557865862083,2.1839841350909275,0.002332209380982033,3.8657744045445094E-6,0.00226164908633354,3.63278747133974E-6,75.78953325350881,2.1839841350909275,0.0,3.8657744045445094E-6,0.0,3.63278747133974E-6,0.0,2.1839841350909275,0.0,3.8657744045445094E-6,0.0,3.63278747133974E-6,0.0,2.1839841350909275,0.004169947335668404,1.7119472052483948E-5,6.8867661866534036E-6,-2.1293693919233192E-7,1.3347739236342473
20.727,-2.3238889,1.23309,012254-021926,01 22 54.48,-02 19 26.0,0.25,7.2,4.6,0.5,<,86.1,<,39.7,,3078,2862,20.72809396306213,1.4008633907796198E-4,-2.321129541455991,1.749190393244117E-4,5.944006342143065E-5,1.3881285234386623E-5,5.0082030736395626E-5,7.110988540111755E-6,20.72809396306213,1.4008633907796198E-4,-2.321129541455991,1.749190393244117E-4,0.0027868066302375464,4.274144925276286E-4,0.0023544294940773614,3.094848345789232E-4,22.833671631322286,37.21907986741457,0.002786655767913496,4.274144925276286E-4,0.002354050043744912,3.094848345789232E-4,22.804601947190235,37.21907986741457,0.001455996425331945,4.274144925276286E-4,3.592512928650123E-4,3.094848345789232E-4,25.30149765337764,37.21907986741457,0.001455929017798829,4.274144925276286E-4,3.591905795428378E-4,3.094848345789232E-4,25.27242796924559,37.21907986741457,4.9049654456097806E-5,7.0215790187388556E-6,6.886767096148105E-6,-2.1293693919233192E-7,10.684694121088166
20.7322917,-0.5167778,1.149264,012255-003100,01 22 55.75,-00 31 00.4,0.74,8.2,3.4,0.6,<,121.0,<,51.2,,3074,2858,20.733499250931708,1.6007962851432314E-4,-0.5152661505042152,1.8067211494531438E-4,5.9759473281255456E-5,1.4613013002544588E-5,4.7517675557164706E-5,7.215867896755022E-6,20.733499250931708,1.6007962851432314E-4,-0.5152661505042152,1.8067211494531438E-4,0.0027247001818562844,4.259223181185004E-4,0.002551624545763509,3.764192854763632E-4,5.925967030472132,97.2759819656341,0.0027243438544799323,4.259223181185004E-4,0.002551475092943979,3.764192854763632E-4,5.919562636917391,97.2759819656341,0.0013212953092314181,4.259223181185004E-4,0.0010623506016759945,3.764192854763632E-4,6.327821561843725,97.2759819656341,0.0013211208976828788,4.259223181185004E-4,0.0010622896785065972,3.764192854763632E-4,6.321417168288983,97.2759819656341,4.835890326395611E-5,6.9562605849227195E-6,6.886767096148105E-6,-2.1293693919233192E-7,6.964995440509519
20.737875,-0.9573056,0.870006,012257-005726,01 22 57.09,-00 57 26.3,0.24,6.0,5.1,0.5,<,76.5,<,37.7,,3068,2852,20.737975973920555,1.0508741729901982E-5,-0.956974435404076,1.0047553898833967E-5,7.840133473059297E-4,1.2939013874315077E-5,7.164938415838379E-4,7.028003793192188E-6,20.737975973920555,1.0508741729901982E-5,-0.956974435404076,1.0047553898833967E-5,0.002535510223070074,2.5602178064875348E-5,0.002385568508175297,2.273104479800853E-5,56.126508166083134,6.748847296942805,0.0025352508882514734,2.5602178064875348E-5,0.0023855676259263194,2.273104479800853E-5,56.11468796506128,6.748847296942805,9.771135206578328E-4,2.5602178064875348E-5,3.249893816924924E-4,2.273104479800853E-5,66.07009384256965,6.748847296942805,9.770145056293813E-4,2.5602178064875348E-5,3.2498895371596255E-4,2.273104479800853E-5,66.0582736415478,6.748847296942805,7.844546894092378E-4,1.0936377986214878E-5,6.8867661866534036E-6,-2.1293693919233192E-7,1.2463638669053516
20.7642917,-0.4210833,1.20179,012303-002515,01 23 03.43,-00 25 15.9,0.1,2.0,10.4,0.6,<,39.3,<,24.8,,3058,2842,20.763154009066977,4.902595890806868E-5,-0.42130080938246184,5.1451466774011525E-5,1.47442848776111E-4,1.2332177559624774E-5,1.4209557121119847E-4,6.931859395181017E-6,20.763154009066977,4.902595890806868E-5,-0.42130080938246184,5.1451466774011525E-5,0.002535869427478324,1.3087650578257298E-4,0.0022620839149041913,1.0430672604197379E-4,141.24605117607166,18.273407812764738,0.0025358311636836254,1.3087650578257298E-4,0.0022616454233035533,1.0430672604197379E-4,141.24103291590984,18.273407812764738,9.548979661786214E-4,1.3087650578257298E-4,0.0,1.0430672604197379E-4,134.86831073147087,18.273407812764738,9.548928546946888E-4,1.3087650578257298E-4,0.0,1.0430672604197379E-4,134.86329247130905,18.273407812764738,1.4089696407308807E-4,8.329993779427223E-6,6.8867666414007545E-6,-2.1293693919233192E-7,4.169759028053789
20.7742917,-0.558,1.090516,012305-003328,01 23 05.83,-00 33 28.8,0.12,2.0,9.3,0.5,<,34.8,<,26.1,,3052,2836,20.774869957003343,3.164570604262292E-5,-0.5576333791538846,2.8336959825181406E-5,2.555535387895903E-4,1.2588609841187996E-5,2.407685817947807E-4,6.974699766461691E-6,20.774869957003343,3.164570604262292E-5,-0.5576333791538846,2.8336959825181406E-5,0.0025346727344965803,7.674353937723756E-5,0.0023149180982363913,6.416040657853623E-5,115.80212901883559,13.526221441562488,0.0025346487382749356,7.674353937723756E-5,0.0023145468957387347,6.416040657853623E-5,115.79560046673515,13.526221441562488,0.0,7.674353937723756E-5,0.0,6.416040657853623E-5,0.0,13.526221441562488,0.0,7.674353937723756E-5,0.0,6.416040657853623E-5,0.0,13.526221441562488,2.5160590659500763E-4,1.0291219101002764E-5,6.886765731906053E-6,-2.1293698182489607E-7,2.464778623633129
20.7894583,-1.3989444,0.716456,012309-012356,01 23 09.47,-01 23 56.2,0.23,3.5,4.8,0.5,<,40.4,<,37.7,,3044,2828,20.789396836642666,2.24923717270023E-6,-1.3994291832868804,2.155463498524006E-6,0.0027431191117580004,1.1143607118848742E-5,0.0029521751723674016,6.7540651513606655E-6,20.789396836642666,2.24923717270023E-6,-1.3994291832868804,2.155463498524006E-6,0.0022905218115550916,5.297888065099106E-6,0.002242323795073644,5.074300976595156E-6,84.98455138287942,4.432025296409078,0.0022903737851890787,5.297888065099106E-6,0.002242321389701913,5.074300976595156E-6,84.9685220842259,4.432025296409078,0.0,5.297888065099106E-6,0.0,5.074300976595156E-6,0.0,4.432025296409078,0.0,5.297888065099106E-6,0.0,5.074300976595156E-6,0.0,4.432025296409078,0.00267176938726984,1.0725638042420037E-5,6.8867661866534036E-6,-2.1293693919233192E-7,1.759182378034729
20.793,-1.9402222,0.914028,012310-015624,01 23 10.32,-01 56 24.8,0.05,0.9,21.9,0.8,<,19.4,<,17.8,,3040,2824,20.793085005105286,2.9285280399836053E-6,-1.940392915844304,2.8846021497998045E-6,0.0022718909505137636,1.167573492435079E-5,0.0023253413847015613,6.845562200928786E-6,20.793085005105286,2.9285280399836053E-6,-1.940392915844304,2.8846021497998045E-6,0.0023488670230764827,6.990411750809689E-6,0.0022992884887076386,6.695668433614986E-6,55.2761328844148,5.645571988895243,0.002348850842929667,6.990411750809689E-6,0.0022990425188003792,6.695668433614986E-6,55.2540323461146,5.645571988895243,0.0,6.990411750809689E-6,0.0,6.695668433614986E-6,0.0,5.645571988895243,0.0,6.990411750809689E-6,0.0,6.695668433614986E-6,0.0,5.645571988895243,0.0022216894787972985,1.189607601029779E-5,6.8867666414007545E-6,-2.1293695340318664E-7,0.6864727453726636
20.8107917,-1.0030556,0.784166,012314-010011,01 23 14.59,-01 00 11.0,0.27,4.0,4.8,0.5,<,47.5,<,47.0,,3032,2816,20.81134586834742,8.049147057715145E-6,-1.0018058618264725,8.827077816662025E-6,0.0010139614156013954,1.856548172287682E-5,8.819750231591677E-4,6.8867666414007545E-6,20.811629224170805,8.049147057715145E-6,-1.0021031846985549,8.827077816662025E-6,0.002710919685323772,2.38378050081151E-5,0.002139909910307666,1.4936182218376414E-5,128.92289443542043,1.500369652375341,0.0027108916655430703,2.38378050081151E-5,0.002139755951204849,1.4936182218376414E-5,128.91180302318742,1.500369652375341,0.0,2.38378050081151E-5,0.0,1.4936182218376414E-5,0.0,1.500369652375341,0.0,2.38378050081151E-5,0.0,1.4936182218376414E-5,0.0,1.500369652375341,9.861858786202311E-4,1.2161730872072227E-5,6.8867666414007545E-6,-2.1293695340318664E-7,4.921417345013483
20.8210417,-0.9091944,0.823392,012317-005433,01 23 17.05,-00 54 33.1,0.59,8.2,2.1,0.5,<,74.5,<,66.5,,3025,2809,20.820698709856106,2.490322789232419E-5,-0.9061746198816814,1.689323957372383E-5,5.189259119241733E-4,1.4960265312293284E-5,4.000471181420547E-4,7.195456610398355E-6,20.820698709856106,2.490322789232419E-5,-0.9061746198816814,1.689323957372383E-5,0.0029822651233001297,5.8916798373706165E-5,0.002404306906966243,3.9372359308326346E-5,97.46861733906103,3.8006177530988183,0.002982123088946142,5.8916798373706165E-5,0.0024041985301120603,3.9372359308326346E-5,97.45873255426955,3.8006177530988183,0.0018738885192677605,5.8916798373706165E-5,3.2227597955670643E-4,3.9372359308326346E-5,97.26268573361538,3.8006177530988183,0.0018737986489483459,5.8916798373706165E-5,3.2226155994475605E-4,3.9372359308326346E-5,97.2528009488239,3.8006177530988183,5.342633454455627E-4,1.0725637674935562E-5,6.8867661866534036E-6,-2.1293695340318664E-7,10.941089225702436
20.8384167,-1.9768333,0.903404,012321-015836,01 23 21.22,-01 58 36.6,0.08,1.3,13.5,0.6,<,23.7,<,21.7,,3013,2798,20.83826558515314,6.250143375705048E-6,-1.9768663903333732,6.3159036722498634E-6,0.0012294795708976246,1.2675403684721862E-5,0.0011498856308107125,6.9968499234773645E-6,20.83826558515314,6.250143375705048E-6,-1.9768663903333732,6.3159036722498634E-6,0.0024476678000423554,1.4989514630973138E-5,0.0024147067255637232,1.4599067643965475E-5,146.6741844185234,18.469555891715043,0.0024474058411371926,1.4989514630973138E-5,0.0024146954246811727,1.4599067643965475E-5,146.65322684424552,18.469555891715043,7.295146317460866E-4,1.4989514630973138E-5,4.798024477088338E-4,1.4599067643965475E-5,110.53322007624402,18.469555891715043,7.294469738167077E-4,1.4989514630973138E-5,4.7979334884748964E-4,1.4599067643965475E-5,110.51226250196615,18.469555891715043,0.0013721664860592048,1.4986678514477251E-5,6.886765731906053E-6,-2.1293693919233192E-7,0.5565871704934715
20.83875,-2.3376111,1.177129,012321-022015,01 23 21.30,-02 20 15.4,0.08,1.2,18.2,1.1,,26.0,<,25.6,,3011,2797,20.83939389415502,1.4903554955605187E-4,-2.3357591554227732,1.1281331322350896E-4,1.9497894718192697E-4,2.1301633044365925E-5,1.032904075879472E-4,6.8867661866534036E-6,20.839369728933836,1.4903554955605187E-4,-2.3365399767668094,1.1281331322350896E-4,0.003995537028356136,4.2736245430654023E-4,0.0018784854782354793,1.0536211234625121E-4,36.097275481876466,5.834936814805891,0.003995428934638822,4.2736245430654023E-4,0.0018781660083242422,1.0536211234625121E-4,36.0725586127661,5.834936814805891,0.0032197646163239823,4.2736245430654023E-4,0.0,1.0536211234625121E-4,36.7045347822705,5.834936814805891,0.0032196820879600847,4.2736245430654023E-4,0.0,1.0536211234625121E-4,36.679817913160136,5.834936814805891,2.4494120103247705E-4,1.828009313684615E-5,6.8867661866534036E-6,-2.129369249814772E-7,7.057844945301554
20.852125,-0.3851111,1.179501,012324-002306,01 23 24.51,-00 23 06.4,0.05,0.8,28.7,1.0,<,22.5,<,19.1,,2999,2787,20.85174383738503,2.61505095210451E-5,-0.3848431207833371,2.0580743084238076E-5,4.7002498545887784E-4,1.5009015122381247E-5,3.6113079006603314E-4,7.207112966376216E-6,20.85174383738503,2.61505095210451E-5,-0.3848431207833371,2.0580743084238076E-5,0.002966111468494615,6.460165704900395E-5,0.0024258201010025787,4.436045797844111E-5,65.45977857278066,4.4802583839150625,0.0029657029533254166,6.460165704900395E-5,0.0024256629709761978,4.436045797844111E-5,65.45578951338436,4.4802583839150625,0.0018297221334923758,6.460165704900395E-5,5.234557217124521E-4,4.436045797844111E-5,67.82836310785233,4.4802583839150625,0.001829484627337602,6.460165704900395E-5,5.234176673208248E-4,4.436045797844111E-5,67.82437404845602,4.4802583839150625,4.6300101478941524E-4,1.0066982928244099E-5,6.886765731906053E-6,-2.129369249814772E-7,1.677349837736556
20.8547083,-1.1478056,0.686559,012325-010852,01 23 25.13,-01 08 52.1,0.57,9.0,2.5,0.5,<,87.3,<,59.9,,2995,2783,20.854150802478745,1.0308129021264554E-5,-1.1504969752588194,1.2286692332033937E-5,7.055752885347582E-4,1.2860607235404797E-5,6.490666101791286E-4,7.011047766351218E-6,20.854150802478745,1.0308129021264554E-5,-1.1504969752588194,1.2286692332033937E-5,0.0025700801636859686,2.9049841800087393E-5,0.0023379516694777736,2.4133801816624904E-5,9.2721823974889,4.859803970778964,0.0025700413731661554,2.9049841800087393E-5,0.0023378447122473257,2.4133801816624904E-5,9.260304147654082,4.859803970778964,9.646104308862632E-4,2.9049841800087393E-5,2.8625224746138295E-4,2.4133801816624904E-5,10.722534848467351,4.859803970778964,9.645945703577224E-4,2.9049841800087393E-5,2.862395381581046E-4,2.4133801816624904E-5,10.710656598632534,4.859803970778964,6.854287075093909E-4,1.114313226721048E-5,6.886765731906053E-6,-2.1293693919233192E-7,9.89455219999394
20.8650417,-2.0778333,0.956389,012327-020440,01 23 27.61,-02 04 40.2,0.12,1.9,10.5,0.6,<,35.3,<,35.2,S*,2986,2774,20.865473209459118,8.091982977723186E-6,-2.0794125917723463,8.018117707211396E-6,8.106160859140189E-4,1.1606856959944735E-5,8.350196349640945E-4,6.83416822987685E-6,20.865473209459118,8.091982977723186E-6,-2.0794125917723463,8.018117707211396E-6,0.002341429595443789,1.9374412835292093E-5,0.0022918931817160967,1.855345878696707E-5,51.149059673306475,15.598993841849383,0.002341429571274658,1.9374412835292093E-5,0.0022916015768999314,1.855345878696707E-5,51.128002036026714,15.598993841849383,0.0,1.9374412835292093E-5,0.0,1.855345878696707E-5,0.0,15.598993841849383,0.0,1.9374412835292093E-5,0.0,1.855345878696707E-5,0.0,15.598993841849383,7.898453025332937E-4,1.072563766820248E-5,6.8867661866534036E-6,-2.1293693919233192E-7,5.893583688659856
20.873,-1.9134167,0.835437,012329-015448,01 23 29.52,-01 54 48.3,0.39,10.9,4.0,0.6,<,113.0,<,58.7,S*,2970,2759,20.87177177978021,2.5811030307545093E-5,-1.9140826432934996,2.117938994926931E-5,4.087965463742066E-4,1.4116075067981616E-5,3.380443907876945E-4,7.1484196033391445E-6,20.87177177978021,2.5811030307545093E-5,-1.9140826432934996,2.117938994926931E-5,0.0027679839516531863,6.226448279658647E-5,0.00241497557497762,4.800743825410152E-5,70.0863071529164,6.762092529284506,0.002767930843981254,6.226448279658647E-5,0.002414793123323549,4.800743825410152E-5,70.06713422532732,6.762092529284506,0.0014945227613084573,6.226448279658647E-5,4.482721463810101E-4,4.800743825410152E-5,73.28258507343034,6.762092529284506,0.0014944874896525013,6.226448279658647E-5,4.482402578814673E-4,4.800743825410152E-5,73.26341214584126,6.762092529284506,4.799749775091854E-4,1.404315583623957E-5,6.886765731906053E-6,-2.1293696761404135E-7,5.027542786282213
20.8791667,-1.0883889,0.68539,012331-010518,01 23 31.00,-01 05 18.2,0.1,1.7,11.7,0.6,<,35.3,<,24.8,,2959,2748,20.879044348061385,2.5968841990463E-6,-1.0879055945222564,6.023378991224972E-6,0.004793778346172379,2.1365556113983913E-5,0.0026079851339603807,6.886765731906053E-6,20.879095094122263,2.5968841990463E-6,-1.0882176469923732,6.023378991224972E-6,0.00400761847766712,1.4346569935782167E-5,0.0023649003376724565,5.723342317498386E-6,99.43366657073946,0.3008783869927724,0.004007458231797358,1.4346569935782167E-5,0.0023648499471831236,5.723342317498386E-6,99.42290704843302,0.3008783869927724,0.003267638089660069,1.4346569935782167E-5,0.0,5.723342317498386E-6,99.31492155817935,0.3008783869927724,0.0032675070373021026,1.4346569935782167E-5,0.0,5.723342317498386E-6,99.3041620358729,0.3008783869927724,0.004727866040876746,1.3977989790849788E-5,6.886765731906053E-6,-2.1293693919233192E-7,1.7947680145381653
20.9135417,-0.9988333,0.69705,012339-005955,01 23 39.25,-00 59 55.8,0.07,1.2,16.3,0.7,<,28.8,<,20.0,,2922,2714,20.913457260540433,1.004465077032544E-6,-0.998719336701911,9.883356966122988E-7,0.0064772929944086595,1.1538133369858435E-5,0.00671528391690206,6.82308106949175E-6,20.913457260540433,1.004465077032544E-6,-0.998719336701911,9.883356966122988E-7,0.002322504334289561,2.3738598285047226E-6,0.002295632273328407,2.318654750340064E-6,113.32463586485281,3.5577930335268046,0.00232246327256126,2.3738598285047226E-6,0.002295524805628529,2.318654750340064E-6,113.31535806609332,3.5577930335268046,0.0,2.3738598285047226E-6,0.0,2.318654750340064E-6,0.0,3.5577930335268046,0.0,2.3738598285047226E-6,0.0,2.318654750340064E-6,0.0,3.5577930335268046,0.006363244731671262,1.3879668323500915E-5,6.8867661866534036E-6,-2.1293698182489607E-7,0.5105847046544231
20.920125,-1.8290556,0.745382,012340-014944,01 23 40.83,-01 49 44.6,0.39,6.2,2.9,0.5,<,57.5,<,52.4,,2914,2707,20.919676442059625,9.035503489641536E-6,-1.8303063701327773,9.052775981500955E-6,7.028787364049111E-4,1.1445531648833549E-5,7.350623635395855E-4,6.807157204818073E-6,20.919676442059625,9.035503489641536E-6,-1.8303063701327773,9.052775981500955E-6,0.002319345495178803,2.1673691956181993E-5,0.0022788963956918715,2.091415488173352E-5,43.475896947513014,21.436006987901518,0.0023193451817105524,2.1673691956181993E-5,0.0022787281204183656,2.091415488173352E-5,43.459093086806035,21.436006987901518,0.0,2.1673691956181993E-5,0.0,2.091415488173352E-5,0.0,21.436006987901518,0.0,2.1673691956181993E-5,0.0,2.091415488173352E-5,0.0,21.436006987901518,6.822278158243771E-4,9.214660451113138E-6,6.8867661866534036E-6,-2.1293698182489607E-7,4.783294730679066
20.9204167,-1.0574444,0.661843,012340-010326,01 23 40.90,-01 03 26.8,0.38,6.8,3.1,0.5,<,65.7,<,50.9,,2910,2704,20.921337586085404,1.2103507685939122E-5,-1.0588270688975012,1.131852157073764E-5,5.835533064265864E-4,1.1869036226940562E-5,5.866677208794719E-4,6.871559444302313E-6,20.921337586085404,1.2103507685939122E-5,-1.0588270688975012,1.131852157073764E-5,0.0024262321113571947,2.9408317510418362E-5,0.0022661173539399366,2.5649020991215403E-5,120.26252924012195,7.192458936148931,0.002426200015188872,2.9408317510418362E-5,0.002266018342912412,2.5649020991215403E-5,120.25283867841182,7.192458936148931,0.0,2.9408317510418362E-5,0.0,2.5649020991215403E-5,0.0,7.192458936148931,0.0,2.9408317510418362E-5,0.0,2.5649020991215403E-5,0.0,7.192458936148931,0.002014655454645304,3.096224941910359E-5,6.8867661866534036E-6,-2.1293698182489607E-7,5.980243957060225
20.9255833,-1.3401389,0.580307,012342-012024,01 23 42.14,-01 20 24.5,0.51,8.4,2.3,0.5,<,68.2,<,61.7,,2897,2696,20.92586876184782,7.869174880728871E-6,-1.340114533492037,1.0849191365211633E-5,0.0010185122671753407,1.398966091540132E-5,8.498248743059953E-4,7.108011064267481E-6,20.92586876184782,7.869174880728871E-6,-1.340114533492037,1.0849191365211633E-5,0.0028460049513075003,2.6084805341999637E-5,0.0023276667427741954,1.7766675303046954E-5,16.01417925133578,1.8799322504172291,0.0028459916888444407,2.6084805341999637E-5,0.0023275814076679636,1.7766675303046954E-5,16.00202043528475,1.8799322504172291,0.0015603737102358266,2.6084805341999637E-5,1.559179705305043E-4,1.7766675303046954E-5,17.3205471698224,1.8799322504172291,0.0015603654832910044,2.6084805341999637E-5,1.5591234988686513E-4,1.7766675303046954E-5,17.30838835377137,1.8799322504172291,0.001706201054822363,3.252966422492483E-5,6.8867661866534036E-6,-2.1293698182489607E-7,1.0311195711301335
